id,page_id,position,block_type,text_body,image_asset_id,image_alt,video_asset_id,video_duration_sec,embed_url
11709,2356,3,video,,,,3579,273,
11710,2356,4,image,,481,Descriptive typography placeholder text for asset 481,,,
11711,2357,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11712,2357,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11713,2357,3,image,,3304,Descriptive typography placeholder text for asset 3304,,,
11714,2357,4,video,,,,1977,142,
11715,2357,5,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11716,2358,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11717,2358,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11718,2358,3,image,,675,Descriptive typography placeholder text for asset 675,,,
11719,2358,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11720,2358,5,embed,,,,,,https://slideshare.net/embed/123
11721,2358,6,image,,1553,Descriptive typography placeholder text for asset 1553,,,
11722,2358,7,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11723,2359,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11724,2359,2,video,,,,3212,519,
11725,2359,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11726,2359,4,image,,3958,Descriptive typography placeholder text for asset 3958,,,
11727,2359,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11728,2359,6,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11729,2360,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11730,2360,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11731,2360,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11732,2360,4,image,,692,Descriptive typography placeholder text for asset 692,,,
11733,2360,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11734,2360,6,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11735,2360,7,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11736,2361,1,image,,2755,Descriptive typography placeholder text for asset 2755,,,
11737,2361,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11738,2361,3,image,,2250,Descriptive typography placeholder text for asset 2250,,,
11739,2361,4,image,,448,Descriptive typography placeholder text for asset 448,,,
11740,2361,5,image,,2793,Descriptive typography placeholder text for asset 2793,,,
11741,2361,6,image,,4866,Descriptive typography placeholder text for asset 4866,,,
11742,2362,1,video,,,,130,315,
11743,2362,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11744,2362,3,video,,,,3561,241,
11745,2362,4,image,,2150,Descriptive typography placeholder text for asset 2150,,,
11746,2362,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11747,2363,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11748,2363,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11749,2363,3,image,,1861,Descriptive typography placeholder text for asset 1861,,,
11750,2363,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11751,2363,5,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11752,2363,6,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11753,2363,7,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11754,2364,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11755,2364,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11756,2364,3,image,,1606,Descriptive typography placeholder text for asset 1606,,,
11757,2364,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11758,2365,1,video,,,,1907,387,
11759,2365,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11760,2365,3,image,,3400,Descriptive typography placeholder text for asset 3400,,,
11761,2365,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11762,2366,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11763,2366,2,image,,4410,Descriptive typography placeholder text for asset 4410,,,
11764,2366,3,embed,,,,,,https://slideshare.net/embed/123
11765,2366,4,image,,2391,Descriptive typography placeholder text for asset 2391,,,
11766,2366,5,image,,2399,Descriptive typography placeholder text for asset 2399,,,
11767,2367,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11768,2367,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11769,2367,3,embed,,,,,,https://slideshare.net/embed/123
11770,2367,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11771,2368,1,image,,1573,Descriptive typography placeholder text for asset 1573,,,
11772,2368,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11773,2368,3,video,,,,4156,131,
11774,2368,4,image,,395,Descriptive typography placeholder text for asset 395,,,
11775,2368,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11776,2368,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11777,2369,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11778,2369,2,video,,,,279,238,
11779,2369,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11780,2369,4,image,,2562,Descriptive typography placeholder text for asset 2562,,,
11781,2369,5,video,,,,4714,236,
11782,2369,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11783,2370,1,image,,4501,Descriptive typography placeholder text for asset 4501,,,
11784,2370,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11785,2370,3,image,,878,Descriptive typography placeholder text for asset 878,,,
11786,2370,4,image,,957,Descriptive typography placeholder text for asset 957,,,
11787,2370,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11788,2370,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11789,2371,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11790,2371,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11791,2371,3,image,,2533,Descriptive typography placeholder text for asset 2533,,,
11792,2371,4,video,,,,1583,116,
11793,2372,1,video,,,,589,245,
11794,2372,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11795,2372,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11796,2372,4,video,,,,4709,236,
11797,2373,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11798,2373,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11799,2373,3,video,,,,3244,332,
11800,2373,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11801,2373,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11802,2374,1,image,,868,Descriptive typography placeholder text for asset 868,,,
11803,2374,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11804,2374,3,video,,,,3878,284,
11805,2374,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11806,2375,1,video,,,,426,575,
11807,2375,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11808,2375,3,image,,93,Descriptive typography placeholder text for asset 93,,,
11809,2375,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11810,2375,5,image,,3111,Descriptive typography placeholder text for asset 3111,,,
11811,2375,6,image,,1867,Descriptive typography placeholder text for asset 1867,,,
11812,2375,7,image,,27,Descriptive typography placeholder text for asset 27,,,
11813,2376,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11814,2376,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11815,2376,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11816,2376,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11817,2377,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11818,2377,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11819,2377,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11820,2377,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11821,2377,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11822,2377,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11823,2378,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11824,2378,2,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
11825,2378,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11826,2378,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11827,2378,5,image,,2760,Descriptive typography placeholder text for asset 2760,,,
11828,2378,6,video,,,,267,120,
11829,2379,1,video,,,,2174,190,
11830,2379,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11831,2379,3,video,,,,2038,264,
11832,2379,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11833,2379,5,image,,176,Descriptive typography placeholder text for asset 176,,,
11834,2379,6,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11835,2380,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11836,2380,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11837,2380,3,image,,1912,Descriptive typography placeholder text for asset 1912,,,
11838,2381,1,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
11839,2381,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11840,2381,3,embed,,,,,,https://player.vimeo.com/video/76979870
11841,2382,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11842,2382,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11843,2382,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11844,2382,4,image,,2920,Descriptive typography placeholder text for asset 2920,,,
11845,2382,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11846,2382,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11847,2383,1,image,,1551,Descriptive typography placeholder text for asset 1551,,,
11848,2383,2,video,,,,606,524,
11849,2383,3,embed,,,,,,https://player.vimeo.com/video/76979870
11850,2383,4,image,,2711,Descriptive typography placeholder text for asset 2711,,,
11851,2383,5,image,,4735,Descriptive typography placeholder text for asset 4735,,,
11852,2384,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11853,2384,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11854,2384,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11855,2384,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11856,2385,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11857,2385,2,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
11858,2385,3,embed,,,,,,https://player.vimeo.com/video/76979870
11859,2385,4,image,,2461,Descriptive typography placeholder text for asset 2461,,,
11860,2385,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11861,2386,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11862,2386,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11863,2386,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11864,2387,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11865,2387,2,video,,,,204,233,
11866,2387,3,video,,,,137,322,
11867,2387,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11868,2387,5,image,,3289,Descriptive typography placeholder text for asset 3289,,,
11869,2388,1,image,,2180,Descriptive typography placeholder text for asset 2180,,,
11870,2388,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11871,2388,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11872,2388,4,video,,,,4580,430,
11873,2388,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11874,2389,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11875,2389,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11876,2389,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11877,2389,4,video,,,,661,273,
11878,2389,5,video,,,,541,355,
11879,2389,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11880,2389,7,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11881,2390,1,image,,2743,Descriptive typography placeholder text for asset 2743,,,
11882,2390,2,image,,1159,Descriptive typography placeholder text for asset 1159,,,
11883,2390,3,image,,4309,Descriptive typography placeholder text for asset 4309,,,
11884,2390,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11885,2390,5,image,,4819,Descriptive typography placeholder text for asset 4819,,,
11886,2391,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11887,2391,2,video,,,,2731,328,
11888,2391,3,image,,22,Descriptive typography placeholder text for asset 22,,,
11889,2391,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11890,2391,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11891,2392,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11892,2392,2,video,,,,3093,564,
11893,2392,3,video,,,,3755,545,
11894,2392,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11895,2393,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11896,2393,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11897,2393,3,image,,4504,Descriptive typography placeholder text for asset 4504,,,
11898,2394,1,embed,,,,,,https://player.vimeo.com/video/76979870
11899,2394,2,embed,,,,,,https://player.vimeo.com/video/76979870
11900,2394,3,video,,,,4526,103,
11901,2395,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11902,2395,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11903,2395,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11904,2395,4,embed,,,,,,https://player.vimeo.com/video/76979870
11905,2396,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11906,2396,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11907,2396,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11908,2396,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11909,2396,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11910,2397,1,image,,4132,Descriptive typography placeholder text for asset 4132,,,
11911,2397,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11912,2397,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11913,2397,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11914,2398,1,image,,501,Descriptive typography placeholder text for asset 501,,,
11915,2398,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11916,2398,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11917,2398,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11918,2398,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11919,2399,1,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
11920,2399,2,image,,3045,Descriptive typography placeholder text for asset 3045,,,
11921,2399,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11922,2400,1,image,,4715,Descriptive typography placeholder text for asset 4715,,,
11923,2400,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11924,2400,3,video,,,,372,89,
11925,2400,4,image,,1561,Descriptive typography placeholder text for asset 1561,,,
11926,2400,5,image,,1436,Descriptive typography placeholder text for asset 1436,,,
11927,2401,1,image,,1018,Descriptive typography placeholder text for asset 1018,,,
11928,2401,2,image,,2296,Descriptive typography placeholder text for asset 2296,,,
11929,2401,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11930,2402,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11931,2402,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11932,2402,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11933,2402,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11934,2402,5,video,,,,3838,349,
11935,2402,6,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11936,2402,7,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11937,2403,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11938,2403,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11939,2403,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11940,2403,4,video,,,,1775,239,
11941,2404,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11942,2404,2,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
11943,2404,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11944,2404,4,image,,4773,Descriptive typography placeholder text for asset 4773,,,
11945,2404,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11946,2405,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11947,2405,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11948,2405,3,embed,,,,,,https://player.vimeo.com/video/76979870
11949,2405,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11950,2406,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11951,2406,2,image,,4636,Descriptive typography placeholder text for asset 4636,,,
11952,2406,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
11953,2406,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
11954,2406,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11955,2406,6,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11956,2407,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11957,2407,2,image,,2614,Descriptive typography placeholder text for asset 2614,,,
11958,2407,3,video,,,,1127,579,
11959,2408,1,embed,,,,,,https://slideshare.net/embed/123
11960,2408,2,image,,2450,Descriptive typography placeholder text for asset 2450,,,
11961,2408,3,embed,,,,,,https://player.vimeo.com/video/76979870
11962,2408,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11963,2408,5,video,,,,2974,296,
11964,2408,6,image,,1505,Descriptive typography placeholder text for asset 1505,,,
11965,2408,7,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11966,2409,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11967,2409,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11968,2409,3,image,,4921,Descriptive typography placeholder text for asset 4921,,,
11969,2409,4,video,,,,4930,404,
11970,2409,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11971,2409,6,image,,2067,Descriptive typography placeholder text for asset 2067,,,
11972,2410,1,image,,692,Descriptive typography placeholder text for asset 692,,,
11973,2410,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11974,2410,3,image,,1620,Descriptive typography placeholder text for asset 1620,,,
11975,2410,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
11976,2410,5,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
11977,2410,6,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
11978,2410,7,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
