ticket_id,customer_id,assigned_employee_id,subject,status,priority,created_at
783,1571,705,System Connection Interruption Ticket Reference Ref #783,CLOSED,HIGH,2023-05-23 06:59:49
784,1044,340,System Connection Interruption Ticket Reference Ref #784,OPEN,MEDIUM,2021-06-05 12:23:37
785,2424,740,System Connection Interruption Ticket Reference Ref #785,IN_PROGRESS,CRITICAL,2022-04-19 09:55:09
786,478,508,System Connection Interruption Ticket Reference Ref #786,OPEN,CRITICAL,2023-08-26 18:45:42
787,1393,621,System Connection Interruption Ticket Reference Ref #787,OPEN,MEDIUM,2023-11-14 10:46:23
788,1603,252,System Connection Interruption Ticket Reference Ref #788,RESOLVED,HIGH,2021-12-29 00:29:59
789,2056,1129,System Connection Interruption Ticket Reference Ref #789,CLOSED,HIGH,2023-05-14 18:33:39
790,1708,322,System Connection Interruption Ticket Reference Ref #790,CLOSED,LOW,2023-05-25 09:56:57
791,1505,172,System Connection Interruption Ticket Reference Ref #791,CLOSED,HIGH,2023-08-29 23:03:33
792,2439,283,System Connection Interruption Ticket Reference Ref #792,IN_PROGRESS,MEDIUM,2023-01-29 20:26:59
793,1676,896,System Connection Interruption Ticket Reference Ref #793,RESOLVED,CRITICAL,2024-01-08 16:30:12
794,1110,642,System Connection Interruption Ticket Reference Ref #794,CLOSED,CRITICAL,2024-12-25 03:13:48
795,1561,1104,System Connection Interruption Ticket Reference Ref #795,CLOSED,CRITICAL,2021-01-24 23:16:50
796,2240,148,System Connection Interruption Ticket Reference Ref #796,CLOSED,MEDIUM,2025-08-10 13:40:47
797,2364,778,System Connection Interruption Ticket Reference Ref #797,OPEN,HIGH,2021-08-12 10:04:18
798,1360,934,System Connection Interruption Ticket Reference Ref #798,OPEN,MEDIUM,2021-02-25 17:08:13
799,576,15,System Connection Interruption Ticket Reference Ref #799,IN_PROGRESS,LOW,2023-10-10 19:02:33
800,1591,223,System Connection Interruption Ticket Reference Ref #800,OPEN,MEDIUM,2024-01-12 00:01:52
801,1998,130,System Connection Interruption Ticket Reference Ref #801,CLOSED,HIGH,2024-01-14 04:55:17
802,546,265,System Connection Interruption Ticket Reference Ref #802,RESOLVED,HIGH,2023-05-04 21:49:35
803,1624,760,System Connection Interruption Ticket Reference Ref #803,IN_PROGRESS,HIGH,2022-11-25 02:38:15
804,2055,428,System Connection Interruption Ticket Reference Ref #804,CLOSED,HIGH,2022-08-22 17:18:48
805,1628,1045,System Connection Interruption Ticket Reference Ref #805,OPEN,LOW,2022-03-02 21:23:00
806,808,583,System Connection Interruption Ticket Reference Ref #806,CLOSED,CRITICAL,2021-09-05 12:28:42
807,2439,992,System Connection Interruption Ticket Reference Ref #807,CLOSED,MEDIUM,2022-02-15 16:27:52
808,884,208,System Connection Interruption Ticket Reference Ref #808,OPEN,LOW,2023-07-08 07:57:14
809,1703,766,System Connection Interruption Ticket Reference Ref #809,IN_PROGRESS,CRITICAL,2024-05-06 21:55:56
810,1686,1145,System Connection Interruption Ticket Reference Ref #810,RESOLVED,HIGH,2025-11-01 04:03:04
811,1197,686,System Connection Interruption Ticket Reference Ref #811,CLOSED,MEDIUM,2024-02-04 06:32:05
812,1567,934,System Connection Interruption Ticket Reference Ref #812,RESOLVED,HIGH,2025-06-22 10:41:16
813,1506,1131,System Connection Interruption Ticket Reference Ref #813,IN_PROGRESS,HIGH,2021-12-10 07:10:29
814,645,17,System Connection Interruption Ticket Reference Ref #814,RESOLVED,MEDIUM,2025-03-17 07:15:31
815,171,675,System Connection Interruption Ticket Reference Ref #815,OPEN,CRITICAL,2024-12-18 08:32:50
816,895,772,System Connection Interruption Ticket Reference Ref #816,IN_PROGRESS,MEDIUM,2022-04-08 21:11:47
817,1630,948,System Connection Interruption Ticket Reference Ref #817,IN_PROGRESS,HIGH,2022-06-27 02:01:21
818,1638,130,System Connection Interruption Ticket Reference Ref #818,IN_PROGRESS,MEDIUM,2022-05-30 20:52:08
819,1511,991,System Connection Interruption Ticket Reference Ref #819,IN_PROGRESS,HIGH,2025-08-24 22:06:59
820,539,1104,System Connection Interruption Ticket Reference Ref #820,OPEN,LOW,2024-06-10 02:22:34
821,884,1063,System Connection Interruption Ticket Reference Ref #821,RESOLVED,HIGH,2023-06-13 11:53:42
822,1703,688,System Connection Interruption Ticket Reference Ref #822,CLOSED,MEDIUM,2022-11-27 14:12:19
823,1676,684,System Connection Interruption Ticket Reference Ref #823,OPEN,LOW,2021-10-01 11:36:05
824,412,347,System Connection Interruption Ticket Reference Ref #824,OPEN,CRITICAL,2021-04-03 05:53:22
825,1548,1186,System Connection Interruption Ticket Reference Ref #825,RESOLVED,MEDIUM,2024-01-16 03:28:44
826,1148,495,System Connection Interruption Ticket Reference Ref #826,CLOSED,MEDIUM,2022-09-25 18:32:13
827,258,67,System Connection Interruption Ticket Reference Ref #827,RESOLVED,HIGH,2022-03-09 22:50:11
828,1936,225,System Connection Interruption Ticket Reference Ref #828,OPEN,CRITICAL,2022-10-31 01:53:24
829,864,562,System Connection Interruption Ticket Reference Ref #829,OPEN,MEDIUM,2023-05-25 11:49:10
830,2184,34,System Connection Interruption Ticket Reference Ref #830,IN_PROGRESS,HIGH,2021-11-26 07:58:09
831,2035,1089,System Connection Interruption Ticket Reference Ref #831,IN_PROGRESS,CRITICAL,2023-06-17 08:14:46
832,1265,317,System Connection Interruption Ticket Reference Ref #832,IN_PROGRESS,HIGH,2022-11-24 15:30:13
833,352,41,System Connection Interruption Ticket Reference Ref #833,IN_PROGRESS,LOW,2021-07-23 23:40:37
834,2076,629,System Connection Interruption Ticket Reference Ref #834,CLOSED,MEDIUM,2023-05-25 18:19:21
835,2466,1193,System Connection Interruption Ticket Reference Ref #835,RESOLVED,LOW,2022-10-28 05:43:21
836,2063,779,System Connection Interruption Ticket Reference Ref #836,IN_PROGRESS,CRITICAL,2025-01-21 13:10:24
837,909,593,System Connection Interruption Ticket Reference Ref #837,RESOLVED,MEDIUM,2024-12-21 08:23:54
838,305,361,System Connection Interruption Ticket Reference Ref #838,CLOSED,CRITICAL,2022-11-05 22:45:53
839,1470,364,System Connection Interruption Ticket Reference Ref #839,CLOSED,HIGH,2025-10-17 14:54:17
840,2280,706,System Connection Interruption Ticket Reference Ref #840,OPEN,CRITICAL,2021-09-07 23:40:24
841,1684,440,System Connection Interruption Ticket Reference Ref #841,IN_PROGRESS,CRITICAL,2022-09-07 11:06:05
842,2204,441,System Connection Interruption Ticket Reference Ref #842,CLOSED,MEDIUM,2024-05-25 06:17:25
843,660,452,System Connection Interruption Ticket Reference Ref #843,RESOLVED,LOW,2022-04-30 03:55:04
844,154,26,System Connection Interruption Ticket Reference Ref #844,CLOSED,CRITICAL,2021-01-18 01:34:11
845,1988,795,System Connection Interruption Ticket Reference Ref #845,IN_PROGRESS,LOW,2025-10-05 16:04:41
846,1914,301,System Connection Interruption Ticket Reference Ref #846,IN_PROGRESS,MEDIUM,2021-04-19 03:25:04
847,213,1080,System Connection Interruption Ticket Reference Ref #847,IN_PROGRESS,HIGH,2022-11-21 23:18:30
848,852,355,System Connection Interruption Ticket Reference Ref #848,OPEN,CRITICAL,2024-04-09 03:51:08
849,1986,844,System Connection Interruption Ticket Reference Ref #849,OPEN,MEDIUM,2025-11-26 22:32:44
850,2057,498,System Connection Interruption Ticket Reference Ref #850,RESOLVED,MEDIUM,2025-01-25 05:14:45
851,1108,625,System Connection Interruption Ticket Reference Ref #851,OPEN,HIGH,2023-01-03 10:42:35
852,27,218,System Connection Interruption Ticket Reference Ref #852,CLOSED,LOW,2024-04-25 10:12:13
853,1227,628,System Connection Interruption Ticket Reference Ref #853,OPEN,CRITICAL,2024-08-22 08:01:43
854,652,699,System Connection Interruption Ticket Reference Ref #854,CLOSED,CRITICAL,2022-02-09 18:10:33
855,1810,16,System Connection Interruption Ticket Reference Ref #855,OPEN,HIGH,2025-02-14 05:41:45
856,1494,946,System Connection Interruption Ticket Reference Ref #856,CLOSED,MEDIUM,2021-12-15 00:24:43
857,154,350,System Connection Interruption Ticket Reference Ref #857,RESOLVED,MEDIUM,2024-03-14 02:33:12
858,1336,1176,System Connection Interruption Ticket Reference Ref #858,OPEN,MEDIUM,2025-02-24 21:13:59
859,2314,421,System Connection Interruption Ticket Reference Ref #859,OPEN,HIGH,2024-06-26 18:48:08
860,986,1,System Connection Interruption Ticket Reference Ref #860,RESOLVED,CRITICAL,2021-07-15 13:56:46
861,1877,1056,System Connection Interruption Ticket Reference Ref #861,OPEN,HIGH,2024-04-08 14:03:35
862,1751,1126,System Connection Interruption Ticket Reference Ref #862,CLOSED,LOW,2024-01-19 19:04:22
863,55,1192,System Connection Interruption Ticket Reference Ref #863,OPEN,MEDIUM,2025-09-26 19:24:45
864,1167,994,System Connection Interruption Ticket Reference Ref #864,RESOLVED,CRITICAL,2023-02-09 05:38:38
865,2098,547,System Connection Interruption Ticket Reference Ref #865,IN_PROGRESS,MEDIUM,2022-08-17 21:17:36
866,1848,188,System Connection Interruption Ticket Reference Ref #866,RESOLVED,MEDIUM,2021-07-31 00:51:37
867,2204,829,System Connection Interruption Ticket Reference Ref #867,CLOSED,MEDIUM,2022-02-03 18:34:50
868,849,1188,System Connection Interruption Ticket Reference Ref #868,RESOLVED,HIGH,2025-08-25 08:01:09
869,2474,331,System Connection Interruption Ticket Reference Ref #869,CLOSED,CRITICAL,2021-02-04 02:10:31
870,2123,283,System Connection Interruption Ticket Reference Ref #870,OPEN,HIGH,2025-08-20 09:18:56
871,279,485,System Connection Interruption Ticket Reference Ref #871,RESOLVED,HIGH,2022-06-28 13:06:07
872,1285,832,System Connection Interruption Ticket Reference Ref #872,RESOLVED,MEDIUM,2022-01-04 22:11:43
873,2187,1160,System Connection Interruption Ticket Reference Ref #873,OPEN,HIGH,2024-02-22 04:55:47
874,1503,602,System Connection Interruption Ticket Reference Ref #874,IN_PROGRESS,HIGH,2022-04-01 00:52:31
875,1251,844,System Connection Interruption Ticket Reference Ref #875,RESOLVED,LOW,2021-09-10 13:50:40
876,1423,743,System Connection Interruption Ticket Reference Ref #876,CLOSED,MEDIUM,2024-11-17 12:07:34
877,1911,204,System Connection Interruption Ticket Reference Ref #877,OPEN,HIGH,2023-11-06 03:30:25
878,1393,719,System Connection Interruption Ticket Reference Ref #878,OPEN,LOW,2023-08-18 06:15:02
879,1962,672,System Connection Interruption Ticket Reference Ref #879,OPEN,MEDIUM,2023-08-21 15:44:44
880,493,1009,System Connection Interruption Ticket Reference Ref #880,RESOLVED,HIGH,2021-04-10 22:25:55
881,2414,1179,System Connection Interruption Ticket Reference Ref #881,RESOLVED,LOW,2021-10-26 23:06:15
882,706,787,System Connection Interruption Ticket Reference Ref #882,CLOSED,CRITICAL,2025-10-25 09:46:54
883,1211,1176,System Connection Interruption Ticket Reference Ref #883,CLOSED,MEDIUM,2025-06-09 09:36:46
884,1407,1054,System Connection Interruption Ticket Reference Ref #884,RESOLVED,MEDIUM,2025-01-30 15:37:58
885,1002,59,System Connection Interruption Ticket Reference Ref #885,OPEN,CRITICAL,2023-03-20 16:00:41
886,905,1025,System Connection Interruption Ticket Reference Ref #886,IN_PROGRESS,CRITICAL,2022-04-13 02:55:55
887,2322,500,System Connection Interruption Ticket Reference Ref #887,CLOSED,LOW,2022-12-21 09:00:33
888,1748,584,System Connection Interruption Ticket Reference Ref #888,RESOLVED,HIGH,2025-04-27 21:34:18
889,2209,534,System Connection Interruption Ticket Reference Ref #889,CLOSED,MEDIUM,2025-11-15 14:23:58
890,2048,278,System Connection Interruption Ticket Reference Ref #890,CLOSED,CRITICAL,2024-12-03 08:14:11
891,1586,58,System Connection Interruption Ticket Reference Ref #891,RESOLVED,MEDIUM,2024-08-28 19:09:06
892,1918,202,System Connection Interruption Ticket Reference Ref #892,OPEN,LOW,2024-07-13 03:13:48
893,1410,1153,System Connection Interruption Ticket Reference Ref #893,IN_PROGRESS,MEDIUM,2024-01-28 22:41:21
894,1925,967,System Connection Interruption Ticket Reference Ref #894,CLOSED,HIGH,2025-01-09 14:58:04
895,2164,466,System Connection Interruption Ticket Reference Ref #895,RESOLVED,LOW,2023-08-13 15:11:31
896,1015,738,System Connection Interruption Ticket Reference Ref #896,RESOLVED,LOW,2021-07-10 10:38:21
897,766,1,System Connection Interruption Ticket Reference Ref #897,OPEN,HIGH,2021-11-15 04:16:50
898,1338,6,System Connection Interruption Ticket Reference Ref #898,CLOSED,MEDIUM,2024-06-14 06:52:44
899,1103,593,System Connection Interruption Ticket Reference Ref #899,OPEN,MEDIUM,2022-12-03 10:19:54
900,1350,1069,System Connection Interruption Ticket Reference Ref #900,CLOSED,CRITICAL,2025-01-31 11:31:24
901,2366,31,System Connection Interruption Ticket Reference Ref #901,CLOSED,HIGH,2023-02-20 16:36:22
902,1768,203,System Connection Interruption Ticket Reference Ref #902,RESOLVED,LOW,2024-05-31 12:22:20
903,1201,1170,System Connection Interruption Ticket Reference Ref #903,CLOSED,MEDIUM,2021-10-25 13:37:14
904,1171,631,System Connection Interruption Ticket Reference Ref #904,OPEN,MEDIUM,2025-05-22 03:15:49
905,1709,226,System Connection Interruption Ticket Reference Ref #905,RESOLVED,LOW,2021-02-07 16:24:37
906,783,1083,System Connection Interruption Ticket Reference Ref #906,OPEN,MEDIUM,2025-12-20 15:33:24
907,858,956,System Connection Interruption Ticket Reference Ref #907,RESOLVED,HIGH,2021-03-17 06:49:40
908,504,142,System Connection Interruption Ticket Reference Ref #908,OPEN,CRITICAL,2022-09-06 00:31:02
909,314,157,System Connection Interruption Ticket Reference Ref #909,OPEN,CRITICAL,2023-08-15 01:27:19
910,1902,762,System Connection Interruption Ticket Reference Ref #910,IN_PROGRESS,MEDIUM,2024-09-08 09:55:09
911,270,252,System Connection Interruption Ticket Reference Ref #911,IN_PROGRESS,CRITICAL,2021-04-14 18:27:49
912,1462,848,System Connection Interruption Ticket Reference Ref #912,OPEN,LOW,2023-03-07 13:18:52
913,741,769,System Connection Interruption Ticket Reference Ref #913,OPEN,CRITICAL,2021-03-26 06:08:39
914,2083,353,System Connection Interruption Ticket Reference Ref #914,CLOSED,LOW,2023-01-27 15:31:11
915,2133,1110,System Connection Interruption Ticket Reference Ref #915,IN_PROGRESS,LOW,2021-09-10 01:55:31
916,776,99,System Connection Interruption Ticket Reference Ref #916,IN_PROGRESS,LOW,2021-11-23 05:17:29
917,1185,801,System Connection Interruption Ticket Reference Ref #917,RESOLVED,HIGH,2024-08-04 12:37:19
918,2396,723,System Connection Interruption Ticket Reference Ref #918,IN_PROGRESS,CRITICAL,2023-10-03 00:08:40
919,2199,123,System Connection Interruption Ticket Reference Ref #919,RESOLVED,LOW,2025-03-15 03:39:16
920,2013,1097,System Connection Interruption Ticket Reference Ref #920,RESOLVED,CRITICAL,2024-11-22 13:13:38
921,1705,218,System Connection Interruption Ticket Reference Ref #921,OPEN,MEDIUM,2025-08-13 14:16:23
922,1105,175,System Connection Interruption Ticket Reference Ref #922,OPEN,LOW,2023-12-07 17:53:47
923,2030,744,System Connection Interruption Ticket Reference Ref #923,CLOSED,HIGH,2022-09-20 21:59:52
924,459,811,System Connection Interruption Ticket Reference Ref #924,RESOLVED,HIGH,2023-04-14 12:50:55
925,287,1104,System Connection Interruption Ticket Reference Ref #925,OPEN,CRITICAL,2021-02-24 13:40:31
926,241,154,System Connection Interruption Ticket Reference Ref #926,OPEN,LOW,2024-02-24 21:23:06
927,1243,97,System Connection Interruption Ticket Reference Ref #927,IN_PROGRESS,MEDIUM,2025-07-17 06:39:06
928,1048,1138,System Connection Interruption Ticket Reference Ref #928,IN_PROGRESS,MEDIUM,2023-10-06 19:59:43
929,1032,601,System Connection Interruption Ticket Reference Ref #929,OPEN,CRITICAL,2021-01-27 15:11:25
930,1156,801,System Connection Interruption Ticket Reference Ref #930,CLOSED,CRITICAL,2022-03-14 03:59:24
931,2010,531,System Connection Interruption Ticket Reference Ref #931,OPEN,HIGH,2025-10-28 11:46:03
932,432,761,System Connection Interruption Ticket Reference Ref #932,OPEN,HIGH,2022-11-23 03:43:17
933,399,539,System Connection Interruption Ticket Reference Ref #933,RESOLVED,CRITICAL,2025-08-06 09:09:32
934,127,669,System Connection Interruption Ticket Reference Ref #934,OPEN,LOW,2021-07-20 02:03:57
935,1327,95,System Connection Interruption Ticket Reference Ref #935,IN_PROGRESS,LOW,2022-12-14 19:52:56
936,1318,1040,System Connection Interruption Ticket Reference Ref #936,CLOSED,HIGH,2021-04-07 04:16:38
937,1192,598,System Connection Interruption Ticket Reference Ref #937,IN_PROGRESS,HIGH,2024-04-13 23:51:41
938,1443,411,System Connection Interruption Ticket Reference Ref #938,IN_PROGRESS,CRITICAL,2022-03-07 18:03:53
939,1839,984,System Connection Interruption Ticket Reference Ref #939,OPEN,HIGH,2023-12-06 14:58:12
940,2112,358,System Connection Interruption Ticket Reference Ref #940,OPEN,CRITICAL,2021-05-07 10:03:24
941,2481,38,System Connection Interruption Ticket Reference Ref #941,CLOSED,HIGH,2022-11-15 12:46:32
942,1655,721,System Connection Interruption Ticket Reference Ref #942,CLOSED,LOW,2023-08-31 22:13:36
943,2215,967,System Connection Interruption Ticket Reference Ref #943,CLOSED,LOW,2022-01-23 10:58:16
944,1899,324,System Connection Interruption Ticket Reference Ref #944,RESOLVED,HIGH,2021-10-19 02:44:37
945,2028,924,System Connection Interruption Ticket Reference Ref #945,IN_PROGRESS,LOW,2024-09-02 22:09:54
946,2245,394,System Connection Interruption Ticket Reference Ref #946,IN_PROGRESS,HIGH,2022-06-04 08:46:19
947,1433,1177,System Connection Interruption Ticket Reference Ref #947,RESOLVED,LOW,2025-04-29 22:34:52
948,176,343,System Connection Interruption Ticket Reference Ref #948,IN_PROGRESS,MEDIUM,2022-02-17 18:37:42
949,1543,870,System Connection Interruption Ticket Reference Ref #949,CLOSED,CRITICAL,2021-12-30 13:49:57
950,2037,904,System Connection Interruption Ticket Reference Ref #950,CLOSED,HIGH,2025-02-11 13:22:12
951,173,159,System Connection Interruption Ticket Reference Ref #951,RESOLVED,LOW,2025-07-29 23:36:03
952,1923,899,System Connection Interruption Ticket Reference Ref #952,IN_PROGRESS,CRITICAL,2023-02-13 15:43:30
953,1318,769,System Connection Interruption Ticket Reference Ref #953,IN_PROGRESS,MEDIUM,2022-12-03 05:35:48
954,30,140,System Connection Interruption Ticket Reference Ref #954,RESOLVED,HIGH,2021-03-22 11:38:56
955,2075,1147,System Connection Interruption Ticket Reference Ref #955,OPEN,CRITICAL,2022-11-09 03:04:14
956,2246,336,System Connection Interruption Ticket Reference Ref #956,IN_PROGRESS,CRITICAL,2021-01-06 16:14:19
957,2245,202,System Connection Interruption Ticket Reference Ref #957,OPEN,LOW,2025-11-21 09:46:21
958,1214,600,System Connection Interruption Ticket Reference Ref #958,OPEN,MEDIUM,2025-08-24 13:50:32
959,2203,132,System Connection Interruption Ticket Reference Ref #959,OPEN,HIGH,2022-03-06 20:28:57
960,411,1055,System Connection Interruption Ticket Reference Ref #960,CLOSED,HIGH,2023-06-24 04:11:38
961,600,1168,System Connection Interruption Ticket Reference Ref #961,IN_PROGRESS,LOW,2025-08-04 19:31:12
962,700,956,System Connection Interruption Ticket Reference Ref #962,RESOLVED,MEDIUM,2022-11-23 18:56:59
963,387,142,System Connection Interruption Ticket Reference Ref #963,IN_PROGRESS,LOW,2023-06-27 09:57:32
964,1729,1006,System Connection Interruption Ticket Reference Ref #964,OPEN,CRITICAL,2022-11-28 20:35:12
965,1198,1118,System Connection Interruption Ticket Reference Ref #965,RESOLVED,MEDIUM,2024-04-10 07:18:03
966,1703,940,System Connection Interruption Ticket Reference Ref #966,IN_PROGRESS,LOW,2025-01-02 12:51:11
967,546,755,System Connection Interruption Ticket Reference Ref #967,IN_PROGRESS,MEDIUM,2024-07-14 04:29:48
968,1251,9,System Connection Interruption Ticket Reference Ref #968,IN_PROGRESS,LOW,2022-03-20 07:11:09
969,1257,59,System Connection Interruption Ticket Reference Ref #969,CLOSED,HIGH,2021-02-17 06:45:04
970,147,624,System Connection Interruption Ticket Reference Ref #970,IN_PROGRESS,LOW,2024-12-27 11:52:05
971,870,429,System Connection Interruption Ticket Reference Ref #971,RESOLVED,MEDIUM,2025-11-21 20:10:03
972,2381,118,System Connection Interruption Ticket Reference Ref #972,OPEN,LOW,2025-09-08 06:54:50
973,1380,1096,System Connection Interruption Ticket Reference Ref #973,IN_PROGRESS,HIGH,2021-11-11 17:12:54
974,1700,112,System Connection Interruption Ticket Reference Ref #974,OPEN,MEDIUM,2024-12-15 16:42:28
975,2397,958,System Connection Interruption Ticket Reference Ref #975,RESOLVED,HIGH,2021-06-15 19:49:52
976,1417,931,System Connection Interruption Ticket Reference Ref #976,OPEN,MEDIUM,2022-10-27 06:20:19
977,1173,1136,System Connection Interruption Ticket Reference Ref #977,CLOSED,MEDIUM,2023-11-01 11:08:05
978,1547,408,System Connection Interruption Ticket Reference Ref #978,OPEN,LOW,2022-09-07 22:15:11
979,1987,421,System Connection Interruption Ticket Reference Ref #979,RESOLVED,MEDIUM,2025-08-02 13:56:20
980,2034,21,System Connection Interruption Ticket Reference Ref #980,CLOSED,HIGH,2021-02-27 15:40:47
981,1382,1108,System Connection Interruption Ticket Reference Ref #981,IN_PROGRESS,MEDIUM,2025-05-14 14:36:22
982,1278,107,System Connection Interruption Ticket Reference Ref #982,CLOSED,CRITICAL,2025-03-26 13:56:32
983,2266,1080,System Connection Interruption Ticket Reference Ref #983,RESOLVED,HIGH,2023-11-02 17:07:27
984,1687,333,System Connection Interruption Ticket Reference Ref #984,OPEN,HIGH,2022-10-14 21:06:32
985,2279,887,System Connection Interruption Ticket Reference Ref #985,IN_PROGRESS,MEDIUM,2022-06-21 18:15:23
986,2282,287,System Connection Interruption Ticket Reference Ref #986,CLOSED,HIGH,2023-11-17 13:13:34
987,512,864,System Connection Interruption Ticket Reference Ref #987,IN_PROGRESS,LOW,2024-01-14 06:21:18
988,1105,955,System Connection Interruption Ticket Reference Ref #988,IN_PROGRESS,CRITICAL,2021-06-22 08:06:43
989,1140,155,System Connection Interruption Ticket Reference Ref #989,RESOLVED,LOW,2025-09-01 22:13:53
990,162,883,System Connection Interruption Ticket Reference Ref #990,IN_PROGRESS,LOW,2024-08-02 14:44:27
991,1991,476,System Connection Interruption Ticket Reference Ref #991,CLOSED,HIGH,2021-11-07 04:59:47
992,24,743,System Connection Interruption Ticket Reference Ref #992,IN_PROGRESS,MEDIUM,2023-11-15 10:50:45
993,567,672,System Connection Interruption Ticket Reference Ref #993,RESOLVED,CRITICAL,2022-07-20 11:56:54
994,261,505,System Connection Interruption Ticket Reference Ref #994,RESOLVED,CRITICAL,2023-07-10 11:18:59
995,2250,642,System Connection Interruption Ticket Reference Ref #995,IN_PROGRESS,HIGH,2023-10-20 12:51:01
996,1695,829,System Connection Interruption Ticket Reference Ref #996,OPEN,CRITICAL,2023-01-04 20:44:25
997,998,892,System Connection Interruption Ticket Reference Ref #997,IN_PROGRESS,MEDIUM,2025-04-14 13:16:35
998,1343,707,System Connection Interruption Ticket Reference Ref #998,IN_PROGRESS,MEDIUM,2021-04-07 07:14:32
999,1201,8,System Connection Interruption Ticket Reference Ref #999,CLOSED,CRITICAL,2024-01-05 22:32:50
1000,2190,92,System Connection Interruption Ticket Reference Ref #1000,CLOSED,HIGH,2021-04-01 19:13:29
1001,1834,167,System Connection Interruption Ticket Reference Ref #1001,IN_PROGRESS,LOW,2025-04-16 05:57:00
1002,312,1027,System Connection Interruption Ticket Reference Ref #1002,OPEN,CRITICAL,2024-05-24 10:00:14
1003,1366,406,System Connection Interruption Ticket Reference Ref #1003,CLOSED,MEDIUM,2023-04-06 10:26:54
1004,1236,116,System Connection Interruption Ticket Reference Ref #1004,IN_PROGRESS,HIGH,2024-07-31 08:34:06
1005,1792,660,System Connection Interruption Ticket Reference Ref #1005,OPEN,CRITICAL,2022-06-24 00:30:57
1006,536,822,System Connection Interruption Ticket Reference Ref #1006,IN_PROGRESS,LOW,2021-12-07 14:34:45
1007,2059,557,System Connection Interruption Ticket Reference Ref #1007,IN_PROGRESS,MEDIUM,2021-04-01 07:17:09
1008,1433,245,System Connection Interruption Ticket Reference Ref #1008,IN_PROGRESS,CRITICAL,2024-09-26 14:49:30
1009,845,533,System Connection Interruption Ticket Reference Ref #1009,RESOLVED,LOW,2025-05-18 14:17:11
1010,1022,1094,System Connection Interruption Ticket Reference Ref #1010,RESOLVED,LOW,2024-02-06 04:57:21
1011,148,688,System Connection Interruption Ticket Reference Ref #1011,CLOSED,CRITICAL,2025-10-10 20:51:39
1012,1677,509,System Connection Interruption Ticket Reference Ref #1012,CLOSED,MEDIUM,2025-10-26 15:50:52
1013,1828,227,System Connection Interruption Ticket Reference Ref #1013,CLOSED,MEDIUM,2023-01-02 20:46:18
1014,45,662,System Connection Interruption Ticket Reference Ref #1014,CLOSED,HIGH,2024-11-27 17:03:45
1015,1127,1074,System Connection Interruption Ticket Reference Ref #1015,CLOSED,CRITICAL,2023-10-20 14:25:20
1016,756,509,System Connection Interruption Ticket Reference Ref #1016,RESOLVED,MEDIUM,2021-09-29 14:01:22
1017,1926,216,System Connection Interruption Ticket Reference Ref #1017,CLOSED,CRITICAL,2024-07-13 07:46:05
1018,574,854,System Connection Interruption Ticket Reference Ref #1018,IN_PROGRESS,HIGH,2025-02-26 09:13:49
1019,485,885,System Connection Interruption Ticket Reference Ref #1019,RESOLVED,CRITICAL,2023-10-05 01:32:29
1020,2277,574,System Connection Interruption Ticket Reference Ref #1020,OPEN,CRITICAL,2022-12-24 06:42:55
1021,1461,715,System Connection Interruption Ticket Reference Ref #1021,IN_PROGRESS,CRITICAL,2025-09-28 23:56:25
1022,587,1023,System Connection Interruption Ticket Reference Ref #1022,CLOSED,MEDIUM,2022-04-25 16:41:23
1023,994,1185,System Connection Interruption Ticket Reference Ref #1023,CLOSED,MEDIUM,2024-05-20 14:49:49
1024,193,199,System Connection Interruption Ticket Reference Ref #1024,IN_PROGRESS,LOW,2022-05-22 11:29:25
1025,1773,555,System Connection Interruption Ticket Reference Ref #1025,CLOSED,LOW,2021-08-11 06:36:03
1026,2236,333,System Connection Interruption Ticket Reference Ref #1026,CLOSED,HIGH,2022-11-06 13:56:02
1027,768,1109,System Connection Interruption Ticket Reference Ref #1027,IN_PROGRESS,MEDIUM,2022-07-21 16:07:58
1028,1926,934,System Connection Interruption Ticket Reference Ref #1028,RESOLVED,HIGH,2024-06-02 13:40:42
1029,2495,357,System Connection Interruption Ticket Reference Ref #1029,OPEN,CRITICAL,2023-05-21 07:07:08
1030,2024,195,System Connection Interruption Ticket Reference Ref #1030,OPEN,CRITICAL,2023-09-02 10:30:44
1031,2494,632,System Connection Interruption Ticket Reference Ref #1031,CLOSED,HIGH,2022-07-12 21:28:58
1032,1299,893,System Connection Interruption Ticket Reference Ref #1032,OPEN,MEDIUM,2021-11-28 22:08:44
1033,1939,16,System Connection Interruption Ticket Reference Ref #1033,IN_PROGRESS,MEDIUM,2023-03-30 15:17:23
1034,1078,769,System Connection Interruption Ticket Reference Ref #1034,CLOSED,HIGH,2024-02-03 22:46:00
1035,255,1195,System Connection Interruption Ticket Reference Ref #1035,RESOLVED,MEDIUM,2023-11-21 07:29:19
1036,464,705,System Connection Interruption Ticket Reference Ref #1036,CLOSED,HIGH,2022-09-30 18:35:06
1037,639,821,System Connection Interruption Ticket Reference Ref #1037,OPEN,MEDIUM,2024-10-29 17:52:08
1038,1148,461,System Connection Interruption Ticket Reference Ref #1038,CLOSED,HIGH,2025-09-21 16:57:52
1039,1572,335,System Connection Interruption Ticket Reference Ref #1039,RESOLVED,LOW,2023-08-01 21:36:52
1040,112,767,System Connection Interruption Ticket Reference Ref #1040,OPEN,HIGH,2024-10-26 14:12:49
