id,site_id,name,utm_code,started_at,ended_at
2419,1210,Campaign Partner AFFILIATE Q3,utm_source=partner&utm_medium=affiliate&utm_campaign=run_1210_1,2026-06-05 04:07:17,2026-06-13 12:19:46
2420,1210,Campaign Google EMAIL Q1,utm_source=google&utm_medium=email&utm_campaign=run_1210_2,2026-06-09 01:16:40,2026-06-13 22:35:35
2421,1211,Campaign Newsletter EMAIL Q1,utm_source=newsletter&utm_medium=email&utm_campaign=run_1211_1,2026-05-28 18:47:29,
2422,1211,Campaign Partner CPC Q2,utm_source=partner&utm_medium=cpc&utm_campaign=run_1211_2,2026-05-30 14:36:23,
2423,1212,Campaign Partner EMAIL Q4,utm_source=partner&utm_medium=email&utm_campaign=run_1212_1,2026-05-29 01:35:57,
2424,1212,Campaign Twitter CPC Q3,utm_source=twitter&utm_medium=cpc&utm_campaign=run_1212_2,2026-06-05 00:34:46,2026-06-14 23:51:42
2425,1213,Campaign Linkedin EMAIL Q3,utm_source=linkedin&utm_medium=email&utm_campaign=run_1213_1,2026-06-03 03:23:32,2026-06-08 01:25:59
2426,1213,Campaign Newsletter DISPLAY Q3,utm_source=newsletter&utm_medium=display&utm_campaign=run_1213_2,2026-06-06 05:54:22,
2427,1214,Campaign Google SOCIAL Q3,utm_source=google&utm_medium=social&utm_campaign=run_1214_1,2026-06-04 22:47:09,2026-06-11 16:53:08
2428,1214,Campaign Facebook SOCIAL Q3,utm_source=facebook&utm_medium=social&utm_campaign=run_1214_2,2026-06-02 20:45:10,
2429,1215,Campaign Facebook DISPLAY Q1,utm_source=facebook&utm_medium=display&utm_campaign=run_1215_1,2026-05-29 04:09:27,
2430,1215,Campaign Linkedin EMAIL Q3,utm_source=linkedin&utm_medium=email&utm_campaign=run_1215_2,2026-06-03 02:59:48,2026-06-08 10:04:50
2431,1216,Campaign Partner CPC Q4,utm_source=partner&utm_medium=cpc&utm_campaign=run_1216_1,2026-06-08 10:04:22,2026-06-18 02:28:52
2432,1216,Campaign Newsletter DISPLAY Q1,utm_source=newsletter&utm_medium=display&utm_campaign=run_1216_2,2026-06-09 05:50:35,
2433,1217,Campaign Facebook AFFILIATE Q2,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_1217_1,2026-06-03 15:29:47,
2434,1217,Campaign Twitter CPC Q2,utm_source=twitter&utm_medium=cpc&utm_campaign=run_1217_2,2026-05-30 09:07:08,2026-06-05 14:24:38
2435,1218,Campaign Twitter AFFILIATE Q3,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_1218_1,2026-05-29 19:50:05,
2436,1218,Campaign Linkedin AFFILIATE Q4,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_1218_2,2026-06-01 23:52:56,2026-06-09 19:05:59
2437,1219,Campaign Newsletter CPC Q1,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_1219_1,2026-06-07 23:56:17,
2438,1219,Campaign Facebook SOCIAL Q1,utm_source=facebook&utm_medium=social&utm_campaign=run_1219_2,2026-06-09 15:41:18,2026-06-18 11:44:26
2439,1220,Campaign Google DISPLAY Q1,utm_source=google&utm_medium=display&utm_campaign=run_1220_1,2026-06-07 22:55:19,
2440,1220,Campaign Linkedin CPC Q3,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_1220_2,2026-06-02 06:45:29,2026-06-05 15:23:05
2441,1221,Campaign Facebook CPC Q2,utm_source=facebook&utm_medium=cpc&utm_campaign=run_1221_1,2026-06-02 10:58:00,
2442,1221,Campaign Facebook SOCIAL Q1,utm_source=facebook&utm_medium=social&utm_campaign=run_1221_2,2026-06-06 03:27:07,2026-06-15 20:23:07
2443,1222,Campaign Linkedin CPC Q2,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_1222_1,2026-06-05 02:27:49,2026-06-12 05:47:03
2444,1222,Campaign Linkedin EMAIL Q1,utm_source=linkedin&utm_medium=email&utm_campaign=run_1222_2,2026-06-05 09:42:40,2026-06-10 19:28:35
2445,1223,Campaign Partner SOCIAL Q4,utm_source=partner&utm_medium=social&utm_campaign=run_1223_1,2026-05-30 22:30:14,2026-06-05 23:02:48
2446,1223,Campaign Facebook SOCIAL Q2,utm_source=facebook&utm_medium=social&utm_campaign=run_1223_2,2026-06-04 21:46:32,
2447,1224,Campaign Twitter SOCIAL Q2,utm_source=twitter&utm_medium=social&utm_campaign=run_1224_1,2026-05-31 14:56:08,2026-06-07 11:26:20
2448,1224,Campaign Google DISPLAY Q4,utm_source=google&utm_medium=display&utm_campaign=run_1224_2,2026-06-06 08:31:17,
2449,1225,Campaign Twitter AFFILIATE Q2,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_1225_1,2026-06-05 17:12:39,2026-06-15 08:01:25
2450,1225,Campaign Twitter AFFILIATE Q3,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_1225_2,2026-05-30 07:52:17,2026-06-06 19:35:19
2451,1226,Campaign Partner CPC Q1,utm_source=partner&utm_medium=cpc&utm_campaign=run_1226_1,2026-06-05 13:15:26,2026-06-14 09:18:08
2452,1226,Campaign Facebook EMAIL Q1,utm_source=facebook&utm_medium=email&utm_campaign=run_1226_2,2026-06-07 22:58:56,
2453,1227,Campaign Newsletter SOCIAL Q4,utm_source=newsletter&utm_medium=social&utm_campaign=run_1227_1,2026-06-08 21:56:44,2026-06-15 06:16:56
2454,1227,Campaign Linkedin AFFILIATE Q1,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_1227_2,2026-05-31 09:41:40,2026-06-07 15:30:58
2455,1228,Campaign Twitter AFFILIATE Q3,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_1228_1,2026-05-30 14:44:04,2026-06-03 07:04:09
2456,1228,Campaign Google EMAIL Q1,utm_source=google&utm_medium=email&utm_campaign=run_1228_2,2026-06-08 11:00:13,2026-06-16 20:36:03
2457,1229,Campaign Google CPC Q3,utm_source=google&utm_medium=cpc&utm_campaign=run_1229_1,2026-06-06 12:41:36,
2458,1229,Campaign Partner DISPLAY Q2,utm_source=partner&utm_medium=display&utm_campaign=run_1229_2,2026-06-04 05:32:41,
2459,1230,Campaign Google SOCIAL Q1,utm_source=google&utm_medium=social&utm_campaign=run_1230_1,2026-05-30 10:30:18,
2460,1230,Campaign Newsletter CPC Q4,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_1230_2,2026-05-30 05:19:08,2026-06-06 11:37:53
2461,1231,Campaign Twitter DISPLAY Q2,utm_source=twitter&utm_medium=display&utm_campaign=run_1231_1,2026-05-29 05:39:35,2026-06-01 06:21:51
2462,1231,Campaign Newsletter EMAIL Q3,utm_source=newsletter&utm_medium=email&utm_campaign=run_1231_2,2026-06-04 08:11:59,
2463,1232,Campaign Facebook DISPLAY Q4,utm_source=facebook&utm_medium=display&utm_campaign=run_1232_1,2026-06-09 13:18:50,2026-06-12 16:33:31
2464,1232,Campaign Facebook SOCIAL Q1,utm_source=facebook&utm_medium=social&utm_campaign=run_1232_2,2026-06-02 19:05:45,
2465,1233,Campaign Facebook CPC Q4,utm_source=facebook&utm_medium=cpc&utm_campaign=run_1233_1,2026-06-04 14:19:02,2026-06-12 11:32:26
2466,1233,Campaign Google DISPLAY Q1,utm_source=google&utm_medium=display&utm_campaign=run_1233_2,2026-05-30 11:50:57,2026-06-05 14:32:39
2467,1234,Campaign Facebook CPC Q2,utm_source=facebook&utm_medium=cpc&utm_campaign=run_1234_1,2026-06-05 20:36:55,
2468,1234,Campaign Google SOCIAL Q4,utm_source=google&utm_medium=social&utm_campaign=run_1234_2,2026-05-29 05:09:47,2026-06-04 06:21:17
2469,1235,Campaign Google CPC Q3,utm_source=google&utm_medium=cpc&utm_campaign=run_1235_1,2026-06-05 10:20:18,2026-06-15 00:51:05
2470,1235,Campaign Twitter DISPLAY Q2,utm_source=twitter&utm_medium=display&utm_campaign=run_1235_2,2026-05-30 11:14:45,
2471,1236,Campaign Facebook EMAIL Q2,utm_source=facebook&utm_medium=email&utm_campaign=run_1236_1,2026-05-30 18:53:02,2026-06-08 09:07:21
2472,1236,Campaign Linkedin AFFILIATE Q4,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_1236_2,2026-06-02 11:01:45,2026-06-07 20:29:58
2473,1237,Campaign Partner DISPLAY Q4,utm_source=partner&utm_medium=display&utm_campaign=run_1237_1,2026-06-01 18:04:20,2026-06-11 16:13:04
2474,1237,Campaign Twitter SOCIAL Q2,utm_source=twitter&utm_medium=social&utm_campaign=run_1237_2,2026-06-09 11:31:40,
2475,1238,Campaign Google CPC Q4,utm_source=google&utm_medium=cpc&utm_campaign=run_1238_1,2026-06-05 22:35:37,2026-06-11 06:00:25
2476,1238,Campaign Newsletter CPC Q1,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_1238_2,2026-06-06 04:42:13,
2477,1239,Campaign Twitter AFFILIATE Q4,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_1239_1,2026-05-30 04:05:31,
2478,1239,Campaign Linkedin EMAIL Q2,utm_source=linkedin&utm_medium=email&utm_campaign=run_1239_2,2026-06-06 08:56:55,
2479,1240,Campaign Partner CPC Q2,utm_source=partner&utm_medium=cpc&utm_campaign=run_1240_1,2026-06-07 05:00:58,2026-06-11 07:02:06
2480,1240,Campaign Google SOCIAL Q1,utm_source=google&utm_medium=social&utm_campaign=run_1240_2,2026-06-01 00:56:16,
2481,1241,Campaign Partner EMAIL Q2,utm_source=partner&utm_medium=email&utm_campaign=run_1241_1,2026-06-04 14:35:51,
2482,1241,Campaign Google EMAIL Q2,utm_source=google&utm_medium=email&utm_campaign=run_1241_2,2026-05-30 05:28:57,
2483,1242,Campaign Google EMAIL Q1,utm_source=google&utm_medium=email&utm_campaign=run_1242_1,2026-05-28 17:33:28,
2484,1242,Campaign Newsletter AFFILIATE Q4,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_1242_2,2026-06-01 14:27:42,2026-06-09 13:44:51
2485,1243,Campaign Google SOCIAL Q3,utm_source=google&utm_medium=social&utm_campaign=run_1243_1,2026-05-31 09:35:49,2026-06-06 20:56:39
2486,1243,Campaign Twitter DISPLAY Q4,utm_source=twitter&utm_medium=display&utm_campaign=run_1243_2,2026-06-06 08:52:35,
2487,1244,Campaign Facebook CPC Q4,utm_source=facebook&utm_medium=cpc&utm_campaign=run_1244_1,2026-06-08 02:42:10,2026-06-12 09:22:07
2488,1244,Campaign Linkedin SOCIAL Q3,utm_source=linkedin&utm_medium=social&utm_campaign=run_1244_2,2026-06-06 11:15:20,2026-06-13 18:45:04
2489,1245,Campaign Partner SOCIAL Q2,utm_source=partner&utm_medium=social&utm_campaign=run_1245_1,2026-06-01 06:25:28,
2490,1245,Campaign Linkedin SOCIAL Q3,utm_source=linkedin&utm_medium=social&utm_campaign=run_1245_2,2026-06-09 00:21:40,
2491,1246,Campaign Facebook EMAIL Q2,utm_source=facebook&utm_medium=email&utm_campaign=run_1246_1,2026-06-06 12:57:10,2026-06-11 13:39:26
2492,1246,Campaign Google AFFILIATE Q2,utm_source=google&utm_medium=affiliate&utm_campaign=run_1246_2,2026-06-05 04:06:23,
2493,1247,Campaign Linkedin CPC Q1,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_1247_1,2026-05-29 02:45:00,2026-06-01 03:40:53
2494,1247,Campaign Twitter SOCIAL Q4,utm_source=twitter&utm_medium=social&utm_campaign=run_1247_2,2026-06-04 01:32:06,2026-06-13 23:19:12
2495,1248,Campaign Facebook EMAIL Q2,utm_source=facebook&utm_medium=email&utm_campaign=run_1248_1,2026-06-01 04:21:12,
2496,1248,Campaign Twitter CPC Q1,utm_source=twitter&utm_medium=cpc&utm_campaign=run_1248_2,2026-05-30 06:06:35,
2497,1249,Campaign Google AFFILIATE Q3,utm_source=google&utm_medium=affiliate&utm_campaign=run_1249_1,2026-06-03 08:29:45,2026-06-09 08:51:33
2498,1249,Campaign Partner EMAIL Q3,utm_source=partner&utm_medium=email&utm_campaign=run_1249_2,2026-06-08 03:45:05,
2499,1250,Campaign Linkedin SOCIAL Q4,utm_source=linkedin&utm_medium=social&utm_campaign=run_1250_1,2026-06-06 17:16:44,2026-06-10 13:21:20
2500,1250,Campaign Google AFFILIATE Q1,utm_source=google&utm_medium=affiliate&utm_campaign=run_1250_2,2026-06-08 10:19:38,
2501,1251,Campaign Linkedin CPC Q4,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_1251_1,2026-06-08 08:52:05,2026-06-11 11:08:14
2502,1251,Campaign Linkedin CPC Q4,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_1251_2,2026-05-30 11:24:21,
2503,1252,Campaign Newsletter SOCIAL Q3,utm_source=newsletter&utm_medium=social&utm_campaign=run_1252_1,2026-06-01 15:53:23,
2504,1252,Campaign Partner DISPLAY Q4,utm_source=partner&utm_medium=display&utm_campaign=run_1252_2,2026-06-01 00:36:22,
2505,1253,Campaign Newsletter AFFILIATE Q2,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_1253_1,2026-06-08 01:20:26,
2506,1253,Campaign Newsletter AFFILIATE Q2,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_1253_2,2026-06-05 12:54:47,
2507,1254,Campaign Twitter AFFILIATE Q4,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_1254_1,2026-05-29 04:48:58,
2508,1254,Campaign Newsletter CPC Q4,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_1254_2,2026-06-09 08:42:05,2026-06-16 20:46:54
2509,1255,Campaign Google EMAIL Q1,utm_source=google&utm_medium=email&utm_campaign=run_1255_1,2026-06-07 23:45:08,2026-06-16 07:36:50
2510,1255,Campaign Facebook SOCIAL Q2,utm_source=facebook&utm_medium=social&utm_campaign=run_1255_2,2026-06-08 04:02:43,2026-06-13 00:14:30
2511,1256,Campaign Partner AFFILIATE Q3,utm_source=partner&utm_medium=affiliate&utm_campaign=run_1256_1,2026-05-30 12:43:46,
2512,1256,Campaign Newsletter EMAIL Q4,utm_source=newsletter&utm_medium=email&utm_campaign=run_1256_2,2026-06-05 23:55:02,2026-06-09 08:40:23
2513,1257,Campaign Twitter EMAIL Q3,utm_source=twitter&utm_medium=email&utm_campaign=run_1257_1,2026-05-30 04:25:16,2026-06-08 21:53:07
2514,1257,Campaign Facebook AFFILIATE Q1,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_1257_2,2026-06-08 09:40:13,
2515,1258,Campaign Partner DISPLAY Q4,utm_source=partner&utm_medium=display&utm_campaign=run_1258_1,2026-06-04 21:52:42,
2516,1258,Campaign Linkedin EMAIL Q3,utm_source=linkedin&utm_medium=email&utm_campaign=run_1258_2,2026-06-06 01:13:49,2026-06-12 20:08:29
2517,1259,Campaign Facebook EMAIL Q3,utm_source=facebook&utm_medium=email&utm_campaign=run_1259_1,2026-06-07 20:34:57,2026-06-12 22:53:47
2518,1259,Campaign Facebook EMAIL Q1,utm_source=facebook&utm_medium=email&utm_campaign=run_1259_2,2026-06-04 02:44:17,
2519,1260,Campaign Newsletter EMAIL Q4,utm_source=newsletter&utm_medium=email&utm_campaign=run_1260_1,2026-06-06 22:34:58,2026-06-11 07:42:22
2520,1260,Campaign Newsletter DISPLAY Q4,utm_source=newsletter&utm_medium=display&utm_campaign=run_1260_2,2026-06-06 08:18:21,2026-06-14 20:18:41
2521,1261,Campaign Google EMAIL Q2,utm_source=google&utm_medium=email&utm_campaign=run_1261_1,2026-06-09 13:28:54,
2522,1261,Campaign Twitter SOCIAL Q2,utm_source=twitter&utm_medium=social&utm_campaign=run_1261_2,2026-06-05 03:07:52,2026-06-11 12:01:56
2523,1262,Campaign Twitter AFFILIATE Q2,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_1262_1,2026-06-09 05:16:51,
2524,1262,Campaign Newsletter SOCIAL Q4,utm_source=newsletter&utm_medium=social&utm_campaign=run_1262_2,2026-06-06 08:58:54,
2525,1263,Campaign Partner AFFILIATE Q4,utm_source=partner&utm_medium=affiliate&utm_campaign=run_1263_1,2026-06-02 18:18:51,2026-06-09 17:16:58
2526,1263,Campaign Twitter CPC Q1,utm_source=twitter&utm_medium=cpc&utm_campaign=run_1263_2,2026-06-07 03:50:12,2026-06-10 21:04:09
2527,1264,Campaign Google DISPLAY Q3,utm_source=google&utm_medium=display&utm_campaign=run_1264_1,2026-05-30 22:41:42,
2528,1264,Campaign Partner AFFILIATE Q1,utm_source=partner&utm_medium=affiliate&utm_campaign=run_1264_2,2026-05-29 20:08:59,2026-06-03 09:25:09
2529,1265,Campaign Partner AFFILIATE Q2,utm_source=partner&utm_medium=affiliate&utm_campaign=run_1265_1,2026-05-29 14:03:00,2026-06-02 22:00:21
2530,1265,Campaign Facebook CPC Q1,utm_source=facebook&utm_medium=cpc&utm_campaign=run_1265_2,2026-06-08 03:15:05,
2531,1266,Campaign Linkedin EMAIL Q3,utm_source=linkedin&utm_medium=email&utm_campaign=run_1266_1,2026-05-31 09:40:02,2026-06-06 06:50:11
2532,1266,Campaign Twitter AFFILIATE Q3,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_1266_2,2026-06-04 17:26:53,
2533,1267,Campaign Partner CPC Q1,utm_source=partner&utm_medium=cpc&utm_campaign=run_1267_1,2026-06-05 02:37:29,
2534,1267,Campaign Facebook AFFILIATE Q4,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_1267_2,2026-05-28 22:40:10,
2535,1268,Campaign Partner CPC Q3,utm_source=partner&utm_medium=cpc&utm_campaign=run_1268_1,2026-06-03 00:29:10,2026-06-10 14:21:46
2536,1268,Campaign Newsletter AFFILIATE Q2,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_1268_2,2026-06-02 05:52:28,2026-06-10 20:10:16
2537,1269,Campaign Newsletter EMAIL Q2,utm_source=newsletter&utm_medium=email&utm_campaign=run_1269_1,2026-06-04 03:18:13,2026-06-08 14:27:03
2538,1269,Campaign Facebook SOCIAL Q2,utm_source=facebook&utm_medium=social&utm_campaign=run_1269_2,2026-06-03 23:10:59,2026-06-08 09:02:48
2539,1270,Campaign Facebook CPC Q1,utm_source=facebook&utm_medium=cpc&utm_campaign=run_1270_1,2026-06-07 16:52:48,2026-06-16 03:47:45
2540,1270,Campaign Newsletter AFFILIATE Q1,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_1270_2,2026-06-06 17:07:03,
2541,1271,Campaign Twitter AFFILIATE Q3,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_1271_1,2026-06-02 16:30:52,
2542,1271,Campaign Partner EMAIL Q3,utm_source=partner&utm_medium=email&utm_campaign=run_1271_2,2026-06-08 22:49:08,2026-06-16 21:36:41
2543,1272,Campaign Facebook AFFILIATE Q4,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_1272_1,2026-06-07 22:05:44,2026-06-14 22:34:25
2544,1272,Campaign Twitter DISPLAY Q3,utm_source=twitter&utm_medium=display&utm_campaign=run_1272_2,2026-06-02 14:55:25,2026-06-07 21:28:18
2545,1273,Campaign Partner AFFILIATE Q2,utm_source=partner&utm_medium=affiliate&utm_campaign=run_1273_1,2026-06-02 04:37:12,2026-06-06 01:49:15
2546,1273,Campaign Linkedin AFFILIATE Q3,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_1273_2,2026-06-02 01:36:39,2026-06-12 00:25:45
2547,1274,Campaign Newsletter CPC Q3,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_1274_1,2026-05-29 10:00:15,
2548,1274,Campaign Facebook SOCIAL Q4,utm_source=facebook&utm_medium=social&utm_campaign=run_1274_2,2026-05-30 03:48:02,2026-06-06 17:15:03
2549,1275,Campaign Google CPC Q3,utm_source=google&utm_medium=cpc&utm_campaign=run_1275_1,2026-06-03 09:59:43,
2550,1275,Campaign Partner SOCIAL Q4,utm_source=partner&utm_medium=social&utm_campaign=run_1275_2,2026-06-06 01:39:47,
2551,1276,Campaign Twitter SOCIAL Q2,utm_source=twitter&utm_medium=social&utm_campaign=run_1276_1,2026-06-06 13:19:36,2026-06-10 05:34:54
2552,1276,Campaign Newsletter SOCIAL Q1,utm_source=newsletter&utm_medium=social&utm_campaign=run_1276_2,2026-05-31 18:31:36,2026-06-08 21:04:13
2553,1277,Campaign Newsletter EMAIL Q4,utm_source=newsletter&utm_medium=email&utm_campaign=run_1277_1,2026-06-04 18:11:19,
2554,1277,Campaign Twitter SOCIAL Q1,utm_source=twitter&utm_medium=social&utm_campaign=run_1277_2,2026-06-09 13:58:13,2026-06-14 01:55:53
2555,1278,Campaign Google SOCIAL Q3,utm_source=google&utm_medium=social&utm_campaign=run_1278_1,2026-06-03 14:22:01,
2556,1278,Campaign Google EMAIL Q4,utm_source=google&utm_medium=email&utm_campaign=run_1278_2,2026-06-05 11:17:12,
2557,1279,Campaign Linkedin AFFILIATE Q4,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_1279_1,2026-06-01 00:45:07,
2558,1279,Campaign Facebook DISPLAY Q1,utm_source=facebook&utm_medium=display&utm_campaign=run_1279_2,2026-05-30 23:41:51,
2559,1280,Campaign Twitter AFFILIATE Q1,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_1280_1,2026-05-31 09:29:59,
2560,1280,Campaign Twitter DISPLAY Q1,utm_source=twitter&utm_medium=display&utm_campaign=run_1280_2,2026-06-06 03:30:32,
2561,1281,Campaign Twitter SOCIAL Q1,utm_source=twitter&utm_medium=social&utm_campaign=run_1281_1,2026-06-03 01:26:26,2026-06-10 17:25:19
2562,1281,Campaign Partner SOCIAL Q2,utm_source=partner&utm_medium=social&utm_campaign=run_1281_2,2026-05-30 04:25:59,2026-06-03 20:08:03
2563,1282,Campaign Facebook SOCIAL Q2,utm_source=facebook&utm_medium=social&utm_campaign=run_1282_1,2026-05-30 08:46:51,2026-06-06 15:32:13
2564,1282,Campaign Google EMAIL Q4,utm_source=google&utm_medium=email&utm_campaign=run_1282_2,2026-05-29 11:44:50,2026-06-07 15:50:45
2565,1283,Campaign Facebook SOCIAL Q2,utm_source=facebook&utm_medium=social&utm_campaign=run_1283_1,2026-06-07 21:03:24,2026-06-15 02:56:28
2566,1283,Campaign Google SOCIAL Q4,utm_source=google&utm_medium=social&utm_campaign=run_1283_2,2026-06-04 13:56:03,2026-06-08 18:04:37
2567,1284,Campaign Twitter SOCIAL Q3,utm_source=twitter&utm_medium=social&utm_campaign=run_1284_1,2026-06-02 15:49:14,
2568,1284,Campaign Google SOCIAL Q2,utm_source=google&utm_medium=social&utm_campaign=run_1284_2,2026-06-05 02:50:03,2026-06-14 17:28:31
2569,1285,Campaign Linkedin AFFILIATE Q3,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_1285_1,2026-06-07 22:32:44,2026-06-13 08:46:44
2570,1285,Campaign Twitter CPC Q4,utm_source=twitter&utm_medium=cpc&utm_campaign=run_1285_2,2026-06-09 08:39:29,2026-06-15 13:33:08
2571,1286,Campaign Linkedin DISPLAY Q3,utm_source=linkedin&utm_medium=display&utm_campaign=run_1286_1,2026-06-07 20:38:19,
2572,1286,Campaign Google SOCIAL Q4,utm_source=google&utm_medium=social&utm_campaign=run_1286_2,2026-05-31 22:07:53,2026-06-09 19:01:23
2573,1287,Campaign Newsletter AFFILIATE Q2,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_1287_1,2026-05-29 17:09:25,
2574,1287,Campaign Partner SOCIAL Q1,utm_source=partner&utm_medium=social&utm_campaign=run_1287_2,2026-06-07 13:46:11,
2575,1288,Campaign Newsletter AFFILIATE Q1,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_1288_1,2026-05-30 09:26:39,
2576,1288,Campaign Partner CPC Q3,utm_source=partner&utm_medium=cpc&utm_campaign=run_1288_2,2026-05-29 21:46:28,
2577,1289,Campaign Facebook CPC Q4,utm_source=facebook&utm_medium=cpc&utm_campaign=run_1289_1,2026-06-05 04:42:54,2026-06-08 19:46:05
2578,1289,Campaign Partner SOCIAL Q3,utm_source=partner&utm_medium=social&utm_campaign=run_1289_2,2026-06-04 04:16:48,2026-06-13 14:24:40
2579,1290,Campaign Facebook SOCIAL Q4,utm_source=facebook&utm_medium=social&utm_campaign=run_1290_1,2026-06-02 07:17:43,
2580,1290,Campaign Facebook AFFILIATE Q2,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_1290_2,2026-06-08 08:59:34,
2581,1291,Campaign Newsletter SOCIAL Q3,utm_source=newsletter&utm_medium=social&utm_campaign=run_1291_1,2026-06-04 15:43:44,2026-06-10 00:39:58
2582,1291,Campaign Linkedin SOCIAL Q2,utm_source=linkedin&utm_medium=social&utm_campaign=run_1291_2,2026-06-03 01:17:57,2026-06-06 08:45:34
2583,1292,Campaign Google AFFILIATE Q2,utm_source=google&utm_medium=affiliate&utm_campaign=run_1292_1,2026-06-02 09:35:08,2026-06-10 09:25:11
2584,1292,Campaign Facebook SOCIAL Q4,utm_source=facebook&utm_medium=social&utm_campaign=run_1292_2,2026-06-03 15:43:13,2026-06-11 14:47:22
2585,1293,Campaign Facebook EMAIL Q2,utm_source=facebook&utm_medium=email&utm_campaign=run_1293_1,2026-06-04 22:21:58,2026-06-09 20:07:09
2586,1293,Campaign Twitter CPC Q4,utm_source=twitter&utm_medium=cpc&utm_campaign=run_1293_2,2026-06-04 08:26:15,
2587,1294,Campaign Linkedin AFFILIATE Q4,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_1294_1,2026-06-09 09:18:47,2026-06-14 12:09:24
2588,1294,Campaign Newsletter SOCIAL Q2,utm_source=newsletter&utm_medium=social&utm_campaign=run_1294_2,2026-06-07 02:10:40,2026-06-12 13:35:32
2589,1295,Campaign Newsletter AFFILIATE Q1,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_1295_1,2026-06-05 08:26:09,
2590,1295,Campaign Partner CPC Q2,utm_source=partner&utm_medium=cpc&utm_campaign=run_1295_2,2026-06-04 02:06:45,
2591,1296,Campaign Linkedin EMAIL Q3,utm_source=linkedin&utm_medium=email&utm_campaign=run_1296_1,2026-06-07 09:34:25,2026-06-16 04:35:19
2592,1296,Campaign Google SOCIAL Q4,utm_source=google&utm_medium=social&utm_campaign=run_1296_2,2026-05-31 05:32:23,
2593,1297,Campaign Twitter SOCIAL Q4,utm_source=twitter&utm_medium=social&utm_campaign=run_1297_1,2026-06-04 23:46:27,2026-06-09 08:06:18
2594,1297,Campaign Twitter EMAIL Q3,utm_source=twitter&utm_medium=email&utm_campaign=run_1297_2,2026-05-30 01:21:47,2026-06-07 05:53:11
2595,1298,Campaign Newsletter EMAIL Q4,utm_source=newsletter&utm_medium=email&utm_campaign=run_1298_1,2026-06-01 19:55:37,
2596,1298,Campaign Facebook SOCIAL Q3,utm_source=facebook&utm_medium=social&utm_campaign=run_1298_2,2026-06-01 04:15:56,2026-06-07 23:34:15
2597,1299,Campaign Partner EMAIL Q3,utm_source=partner&utm_medium=email&utm_campaign=run_1299_1,2026-05-31 03:27:54,
2598,1299,Campaign Linkedin SOCIAL Q4,utm_source=linkedin&utm_medium=social&utm_campaign=run_1299_2,2026-06-05 16:49:46,2026-06-13 11:08:35
2599,1300,Campaign Google DISPLAY Q3,utm_source=google&utm_medium=display&utm_campaign=run_1300_1,2026-06-01 09:49:24,2026-06-04 19:42:55
2600,1300,Campaign Linkedin DISPLAY Q4,utm_source=linkedin&utm_medium=display&utm_campaign=run_1300_2,2026-06-05 13:26:53,
2601,1301,Campaign Partner AFFILIATE Q4,utm_source=partner&utm_medium=affiliate&utm_campaign=run_1301_1,2026-06-08 01:05:22,
2602,1301,Campaign Partner DISPLAY Q4,utm_source=partner&utm_medium=display&utm_campaign=run_1301_2,2026-05-29 09:30:47,
