id,device_id,title,body,sent_at,opened_at
5239,2920,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-14 16:44:25,2026-05-14 17:19:20
5240,2921,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-17 08:07:47,
5241,2921,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-18 17:12:47,
5242,2921,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-18 03:25:13,
5243,2922,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-11 08:19:49,2026-05-11 09:43:14
5244,2922,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-11 14:21:01,2026-05-11 14:25:38
5245,2923,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-25 11:29:42,
5246,2924,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-16 07:07:42,
5247,2924,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-16 16:16:28,
5248,2924,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-19 06:57:51,
5249,2925,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-05 00:07:33,2026-05-05 00:13:47
5250,2925,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-07 09:20:01,
5251,2927,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-21 14:29:41,
5252,2930,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-24 10:21:36,
5253,2931,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-07 10:04:07,
5254,2931,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-05 03:50:56,
5255,2932,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-22 12:40:14,
5256,2932,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-22 00:01:47,2026-05-22 01:23:53
5257,2933,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-19 06:18:00,
5258,2933,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-20 14:30:40,
5259,2934,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-06 09:25:37,
5260,2934,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-09 11:20:38,2026-05-09 12:35:21
5261,2935,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-16 15:41:36,2026-04-16 17:29:49
5262,2936,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-28 22:01:41,2026-05-28 22:09:05
5263,2936,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-30 17:04:03,
5264,2937,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-28 23:31:08,
5265,2938,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-06-04 15:44:15,2026-06-04 15:47:33
5266,2938,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-01 00:05:00,
5267,2938,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-06-01 08:57:11,
5268,2939,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-06 09:33:58,
5269,2940,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-21 10:16:20,
5270,2940,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-18 16:23:12,
5271,2940,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-18 04:15:54,2026-04-18 04:55:16
5272,2941,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-21 01:17:49,
5273,2942,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-23 10:48:34,2026-04-23 12:27:41
5274,2943,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-25 05:40:36,
5275,2944,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-03 15:06:36,
5276,2944,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-03 16:48:04,2026-05-03 18:08:59
5277,2945,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-09 15:05:03,
5278,2946,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-30 13:59:27,
5279,2947,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-22 03:17:28,
5280,2947,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-21 14:04:21,
5281,2948,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-01 16:11:55,2026-06-01 16:19:10
5282,2949,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-03 11:52:43,
5283,2950,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-17 11:32:20,2026-04-17 11:52:57
5284,2950,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-17 09:09:59,2026-04-17 09:38:10
5285,2950,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-17 22:13:08,
5286,2951,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-07 23:34:33,
5287,2951,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-10 00:02:55,
5288,2952,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-11 06:34:07,
5289,2952,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-12 08:58:05,2026-05-12 09:13:51
5290,2952,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-12 17:35:03,2026-05-12 17:43:03
5291,2953,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-23 07:21:07,2026-05-23 07:54:44
5292,2953,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-25 01:24:47,2026-05-25 01:45:06
5293,2953,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-26 12:18:17,2026-05-26 12:43:54
5294,2954,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-04 13:28:08,2026-05-04 14:17:57
5295,2954,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-02 11:05:48,2026-05-02 12:33:03
5296,2955,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-12 11:27:43,
5297,2955,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-14 17:05:59,
5298,2956,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-16 10:28:13,2026-05-16 10:47:30
5299,2956,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-14 14:25:44,2026-05-14 15:24:48
5300,2956,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-14 22:13:14,2026-05-14 22:21:19
5301,2957,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-21 08:41:09,
5302,2957,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-22 22:37:30,
5303,2957,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-23 04:21:31,2026-05-23 04:40:09
5304,2958,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-15 00:42:41,
5305,2958,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-16 19:42:57,
5306,2959,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-14 20:50:51,2026-05-14 21:13:42
5307,2959,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-12 01:50:30,
5308,2960,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-08 00:14:57,
5309,2960,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-06 14:04:10,2026-05-06 14:51:33
5310,2960,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-07 03:56:34,2026-05-07 05:37:42
5311,2961,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-08 00:49:55,2026-05-08 00:52:44
5312,2961,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-07 15:03:28,
5313,2962,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-04 01:26:27,
5314,2962,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-30 11:33:19,2026-04-30 11:54:58
5315,2963,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-19 23:08:13,
5316,2964,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-24 15:56:16,
5317,2964,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-27 13:16:04,
5318,2964,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-25 11:58:41,
5319,2965,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-20 03:12:10,
5320,2965,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-23 01:34:09,
5321,2965,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-21 01:44:22,
5322,2966,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-17 21:46:51,
5323,2966,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-16 09:09:39,2026-05-16 10:11:15
5324,2966,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-17 06:11:19,
5325,2967,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-17 11:36:38,
5326,2968,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-01 02:09:33,
5327,2968,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-02 23:37:24,
5328,2968,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-02 14:09:59,
5329,2969,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-25 13:28:20,
5330,2969,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-25 07:47:01,
5331,2969,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-25 16:34:08,
5332,2970,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-13 07:00:03,
5333,2972,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-12 04:16:08,2026-05-12 05:11:01
5334,2972,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-15 03:49:59,
5335,2973,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-13 23:10:11,
5336,2973,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-14 12:45:20,
5337,2973,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-15 05:26:05,
5338,2974,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-06-06 16:42:41,2026-06-06 16:46:53
5339,2974,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-06-04 01:05:54,
5340,2974,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-07 07:26:31,
5341,2975,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-09 07:11:49,
5342,2975,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-10 02:57:49,
5343,2976,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-22 08:16:15,2026-05-22 08:42:54
5344,2977,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-01 05:55:06,2026-05-01 06:52:53
5345,2977,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-01 03:27:31,
5346,2978,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-19 17:49:10,
5347,2978,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-23 16:07:56,2026-04-23 16:55:12
5348,2978,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-19 21:38:26,
5349,2979,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-04 05:19:41,
5350,2979,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-08 05:44:32,
5351,2980,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-31 23:48:24,
5352,2980,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-06-02 22:09:34,
5353,2981,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-02 04:16:18,2026-06-02 04:50:33
5354,2981,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-03 11:11:34,2026-06-03 12:56:41
5355,2982,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-07 05:17:22,2026-05-07 06:26:16
5356,2984,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-23 07:47:24,2026-04-23 09:23:26
5357,2984,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-22 21:34:34,
5358,2984,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-21 07:36:51,
5359,2985,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-24 08:07:26,2026-04-24 09:20:34
5360,2985,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-22 15:53:16,
5361,2986,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-14 15:04:59,
5362,2988,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-30 22:54:43,2026-04-30 23:32:57
5363,2988,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-01 00:39:47,2026-05-01 00:59:23
5364,2989,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-01 00:48:12,2026-06-01 01:17:34
5365,2989,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-28 22:44:55,2026-05-28 23:24:40
5366,2989,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-28 13:04:30,
5367,2990,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-24 17:39:41,
5368,2991,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-04 13:49:48,
5369,2991,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-30 09:01:48,2026-04-30 09:49:08
5370,2991,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-04 07:30:14,2026-05-04 09:25:31
5371,2992,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-27 02:54:16,2026-04-27 03:20:32
5372,2992,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-27 21:09:23,
5373,2992,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-29 09:22:38,2026-04-29 10:24:34
5374,2993,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-28 18:59:00,
5375,2993,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-02 04:13:13,2026-05-02 06:03:28
5376,2994,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-18 17:16:36,
5377,2994,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-20 21:17:26,
5378,2994,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-18 18:23:08,
5379,2995,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-18 03:55:37,
5380,2995,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-19 16:23:18,2026-04-19 17:35:16
5381,2995,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-20 05:40:06,2026-04-20 07:07:10
5382,2996,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-06-04 16:10:47,2026-06-04 16:33:44
5383,2996,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-06-03 18:54:21,
5384,2996,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-03 05:01:22,
5385,2997,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-04 04:19:46,
5386,2998,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-17 08:02:32,2026-05-17 08:43:28
5387,2998,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-16 01:35:58,2026-05-16 03:10:00
5388,2998,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-15 08:34:08,
5389,2999,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-03 15:01:55,2026-05-03 16:45:48
5390,2999,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-02 11:32:04,
5391,3000,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-14 17:57:24,2026-05-14 19:01:47
5392,3000,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-12 05:35:37,2026-05-12 07:18:18
5393,3000,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-13 04:43:23,
5394,3001,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-11 08:39:39,
5395,3001,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-11 14:25:40,2026-05-11 15:09:27
5396,3001,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-13 17:16:55,
5397,3002,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-24 19:10:01,2026-05-24 19:44:29
5398,3002,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-26 01:47:01,
5399,3003,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-17 04:14:28,
5400,3004,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-21 04:34:17,
5401,3004,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-20 09:25:49,2026-04-20 09:44:17
5402,3006,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-26 08:02:46,2026-04-26 09:46:21
5403,3006,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-25 09:21:14,2026-04-25 10:39:13
5404,3006,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-22 13:12:26,
5405,3007,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-24 07:02:25,2026-05-24 08:20:22
5406,3007,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-24 05:22:55,
5407,3007,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-25 21:37:33,
5408,3008,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-13 01:48:27,
5409,3008,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-15 06:58:59,2026-05-15 08:42:26
5410,3008,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-14 12:10:17,2026-05-14 13:41:10
5411,3009,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-03 15:28:59,
5412,3009,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-30 17:16:52,
5413,3009,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-03 15:31:18,2026-05-03 17:04:21
5414,3010,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-19 14:27:17,2026-05-19 15:49:22
5415,3011,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-25 17:11:07,
5416,3012,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-18 12:34:52,
5417,3013,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-18 06:49:55,2026-05-18 07:31:45
5418,3013,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-21 03:13:38,
5419,3014,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-21 18:32:37,
5420,3014,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-20 02:27:39,
5421,3014,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-19 12:03:58,
5422,3015,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-21 08:19:32,
5423,3016,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-06-03 01:29:39,
5424,3016,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-02 21:29:58,2026-06-02 21:44:46
5425,3017,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-30 09:01:13,
5426,3019,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-08 04:26:12,2026-05-08 06:04:43
5427,3019,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-10 15:00:06,2026-05-10 15:53:50
5428,3020,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-07 17:12:11,
5429,3020,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-08 05:18:37,2026-05-08 06:01:46
5430,3020,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-09 16:56:00,
5431,3021,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-17 09:32:28,2026-04-17 10:37:33
5432,3022,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-29 13:15:44,
5433,3022,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-01 13:19:30,
5434,3023,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-31 16:20:51,
5435,3023,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-30 07:24:16,2026-05-30 08:34:55
5436,3023,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-03 02:04:12,2026-06-03 02:29:53
5437,3024,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-21 08:09:41,
5438,3025,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-21 11:31:32,2026-04-21 13:23:11
5439,3025,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-25 03:43:04,2026-04-25 03:55:08
5440,3025,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-21 21:03:56,
5441,3027,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-29 12:06:28,
5442,3028,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-17 19:20:11,
5443,3028,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-21 05:09:09,2026-05-21 06:27:27
5444,3028,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-20 19:39:13,
5445,3029,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-16 10:53:21,2026-05-16 10:57:58
5446,3029,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-15 12:58:35,
5447,3029,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-16 04:56:55,
5448,3030,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-26 12:35:08,
5449,3030,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-27 15:31:30,2026-05-27 15:55:43
5450,3031,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-26 02:26:37,2026-04-26 04:01:21
5451,3031,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-25 15:49:36,
5452,3031,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-27 23:42:10,
5453,3032,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-06-03 13:04:18,
5454,3033,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-06-06 14:34:17,
5455,3033,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-06-04 10:31:59,
5456,3034,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-28 18:58:09,
5457,3034,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-29 00:32:17,2026-05-29 02:00:52
5458,3035,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-21 14:13:01,
5459,3036,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-06-02 12:56:49,
5460,3036,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-02 12:04:46,
5461,3037,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-22 08:38:10,
5462,3037,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-21 07:12:22,2026-05-21 08:47:52
5463,3038,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-17 16:59:40,2026-05-17 17:40:47
5464,3038,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-18 07:17:12,2026-05-18 08:28:58
5465,3038,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-17 15:34:01,2026-05-17 16:02:10
5466,3039,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-16 06:45:25,
5467,3041,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-21 06:57:57,
5468,3041,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-20 01:37:55,2026-05-20 01:45:35
5469,3042,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-18 04:16:47,
5470,3042,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-18 04:14:20,2026-05-18 06:08:19
5471,3042,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-18 13:27:19,2026-05-18 13:47:21
5472,3043,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-27 22:52:26,
5473,3043,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-28 23:41:39,2026-05-29 00:57:38
5474,3044,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-16 14:11:21,
5475,3044,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-16 20:45:17,2026-05-16 22:23:34
5476,3045,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-06 02:37:24,2026-05-06 03:49:43
5477,3045,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-05 21:46:55,2026-05-05 22:07:22
5478,3046,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-06-03 06:18:49,
5479,3046,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-06-04 19:12:53,
5480,3046,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-03 05:02:06,2026-06-03 05:12:37
5481,3047,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-30 10:49:54,2026-04-30 11:10:02
5482,3048,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-20 21:09:34,
5483,3048,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-24 05:25:16,
5484,3048,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-21 12:52:55,
5485,3049,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-16 16:07:30,2026-05-16 17:55:18
5486,3049,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-16 13:38:43,2026-05-16 13:52:10
5487,3049,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-15 21:23:26,2026-05-15 22:32:00
5488,3050,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-15 05:15:44,
5489,3051,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-26 05:17:05,2026-05-26 05:32:02
5490,3051,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-28 09:28:05,
5491,3052,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-22 18:56:53,2026-04-22 19:37:41
5492,3052,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-23 13:10:43,2026-04-23 14:13:03
5493,3053,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-25 14:29:35,2026-04-25 15:15:51
5494,3053,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-26 13:41:42,
5495,3055,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-14 10:22:45,2026-05-14 12:02:31
5496,3055,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-15 23:12:27,2026-05-15 23:36:53
