id,product_id,attr_key,attr_value
7798,3854,Water Resistance,IP67 Certified
7799,3854,Warranty,2 Year Manufacturer
7800,3855,Eco-Friendly,No
7801,3855,Country of Origin,Imported
7802,3855,Water Resistance,None
7803,3856,Warranty,Lifetime Warranty
7804,3857,Water Resistance,IP67 Certified
7805,3858,Water Resistance,30m Atmospheric
7806,3858,Country of Origin,Assembled in USA
7807,3859,Material,Stainless Steel
7808,3860,Material,Aluminum
7809,3860,Water Resistance,30m Atmospheric
7810,3861,Country of Origin,Assembled in USA
7811,3862,Material,Stainless Steel
7812,3862,Eco-Friendly,No
7813,3863,Warranty,1 Year Limited
7814,3863,Eco-Friendly,No
7815,3864,Eco-Friendly,Yes
7816,3864,Water Resistance,30m Atmospheric
7817,3865,Eco-Friendly,No
7818,3866,Eco-Friendly,No
7819,3866,Material,Stainless Steel
7820,3866,Water Resistance,30m Atmospheric
7821,3867,Water Resistance,30m Atmospheric
7822,3868,Country of Origin,Assembled in USA
7823,3868,Material,100% Cotton
7824,3868,Warranty,1 Year Limited
7825,3869,Eco-Friendly,No
7826,3869,Country of Origin,Imported
7827,3870,Country of Origin,Assembled in USA
7828,3870,Material,Stainless Steel
7829,3870,Eco-Friendly,No
7830,3871,Eco-Friendly,Yes
7831,3871,Country of Origin,Assembled in USA
7832,3872,Water Resistance,30m Atmospheric
7833,3872,Material,Premium Leather
7834,3873,Country of Origin,Imported
7835,3873,Material,Aluminum
7836,3873,Eco-Friendly,Yes
7837,3874,Material,Aluminum
7838,3875,Material,Premium Leather
7839,3875,Eco-Friendly,No
7840,3875,Country of Origin,Assembled in USA
7841,3876,Eco-Friendly,No
7842,3877,Eco-Friendly,Yes
7843,3878,Material,100% Cotton
7844,3878,Water Resistance,IP67 Certified
7845,3879,Warranty,Lifetime Warranty
7846,3879,Country of Origin,Imported
7847,3880,Warranty,1 Year Limited
7848,3881,Warranty,Lifetime Warranty
7849,3881,Country of Origin,Imported
7850,3881,Eco-Friendly,Yes
7851,3882,Water Resistance,None
7852,3882,Warranty,1 Year Limited
7853,3883,Warranty,1 Year Limited
7854,3883,Eco-Friendly,No
7855,3884,Water Resistance,None
7856,3885,Eco-Friendly,Yes
7857,3885,Water Resistance,None
7858,3886,Material,Recycled Plastic
7859,3886,Water Resistance,IP67 Certified
7860,3886,Country of Origin,Assembled in USA
7861,3887,Warranty,Lifetime Warranty
7862,3887,Country of Origin,Assembled in USA
7863,3887,Eco-Friendly,Yes
7864,3888,Warranty,1 Year Limited
7865,3888,Water Resistance,IP67 Certified
7866,3889,Eco-Friendly,No
7867,3890,Warranty,1 Year Limited
7868,3890,Material,Recycled Plastic
7869,3891,Material,100% Cotton
7870,3891,Eco-Friendly,No
7871,3892,Eco-Friendly,No
7872,3893,Eco-Friendly,Yes
7873,3893,Material,Stainless Steel
7874,3893,Warranty,2 Year Manufacturer
7875,3894,Country of Origin,Assembled in USA
7876,3894,Water Resistance,IP67 Certified
7877,3894,Eco-Friendly,Yes
7878,3895,Country of Origin,Assembled in USA
7879,3895,Eco-Friendly,Yes
7880,3895,Material,Aluminum
7881,3896,Country of Origin,Assembled in USA
7882,3897,Country of Origin,Assembled in USA
7883,3897,Warranty,1 Year Limited
7884,3898,Warranty,2 Year Manufacturer
7885,3898,Material,Premium Leather
7886,3899,Warranty,2 Year Manufacturer
7887,3899,Material,Stainless Steel
7888,3900,Eco-Friendly,Yes
7889,3900,Warranty,1 Year Limited
7890,3901,Eco-Friendly,Yes
7891,3901,Country of Origin,Imported
7892,3901,Water Resistance,30m Atmospheric
7893,3902,Material,100% Cotton
7894,3902,Water Resistance,30m Atmospheric
7895,3902,Eco-Friendly,No
7896,3903,Material,Premium Leather
7897,3904,Material,Recycled Plastic
7898,3904,Water Resistance,None
7899,3905,Eco-Friendly,No
7900,3905,Country of Origin,Assembled in USA
7901,3905,Water Resistance,IP67 Certified
7902,3906,Water Resistance,30m Atmospheric
7903,3907,Eco-Friendly,Yes
7904,3908,Water Resistance,IP67 Certified
7905,3909,Water Resistance,30m Atmospheric
7906,3910,Water Resistance,30m Atmospheric
7907,3910,Warranty,Lifetime Warranty
7908,3911,Eco-Friendly,Yes
7909,3911,Warranty,1 Year Limited
7910,3912,Water Resistance,IP67 Certified
7911,3913,Water Resistance,None
7912,3914,Water Resistance,None
7913,3914,Material,100% Cotton
7914,3914,Eco-Friendly,No
7915,3915,Warranty,2 Year Manufacturer
7916,3915,Water Resistance,IP67 Certified
7917,3916,Eco-Friendly,No
7918,3917,Water Resistance,None
7919,3917,Material,Aluminum
7920,3918,Warranty,Lifetime Warranty
7921,3918,Water Resistance,IP67 Certified
7922,3918,Material,100% Cotton
7923,3919,Water Resistance,None
7924,3919,Eco-Friendly,Yes
7925,3920,Material,100% Cotton
7926,3921,Water Resistance,None
7927,3922,Water Resistance,IP67 Certified
7928,3922,Eco-Friendly,Yes
7929,3922,Country of Origin,Imported
7930,3923,Material,Premium Leather
7931,3924,Water Resistance,None
7932,3924,Warranty,2 Year Manufacturer
7933,3924,Material,Aluminum
7934,3925,Eco-Friendly,No
7935,3925,Country of Origin,Imported
7936,3925,Material,Premium Leather
7937,3926,Warranty,Lifetime Warranty
7938,3927,Water Resistance,IP67 Certified
7939,3928,Country of Origin,Imported
7940,3928,Material,Premium Leather
7941,3929,Country of Origin,Assembled in USA
7942,3929,Eco-Friendly,No
7943,3930,Material,Premium Leather
7944,3930,Warranty,Lifetime Warranty
7945,3930,Country of Origin,Imported
7946,3931,Warranty,Lifetime Warranty
7947,3931,Water Resistance,30m Atmospheric
7948,3931,Eco-Friendly,Yes
7949,3932,Water Resistance,IP67 Certified
7950,3932,Eco-Friendly,Yes
7951,3933,Eco-Friendly,Yes
7952,3934,Material,Premium Leather
7953,3935,Material,Aluminum
7954,3935,Eco-Friendly,Yes
7955,3936,Eco-Friendly,No
7956,3937,Water Resistance,IP67 Certified
7957,3938,Eco-Friendly,No
7958,3938,Material,Aluminum
7959,3939,Material,Recycled Plastic
7960,3940,Material,Recycled Plastic
7961,3941,Material,100% Cotton
7962,3942,Water Resistance,IP67 Certified
7963,3942,Country of Origin,Assembled in USA
7964,3942,Eco-Friendly,Yes
7965,3943,Water Resistance,IP67 Certified
7966,3943,Material,Premium Leather
7967,3943,Eco-Friendly,Yes
7968,3944,Warranty,Lifetime Warranty
7969,3944,Eco-Friendly,No
7970,3945,Country of Origin,Imported
7971,3946,Water Resistance,None
7972,3946,Eco-Friendly,Yes
7973,3947,Eco-Friendly,Yes
7974,3948,Country of Origin,Imported
7975,3948,Material,100% Cotton
7976,3949,Eco-Friendly,Yes
7977,3949,Country of Origin,Imported
7978,3950,Water Resistance,None
7979,3951,Water Resistance,IP67 Certified
7980,3951,Material,Premium Leather
7981,3952,Warranty,1 Year Limited
7982,3952,Material,Stainless Steel
7983,3953,Eco-Friendly,Yes
7984,3953,Country of Origin,Assembled in USA
7985,3953,Water Resistance,None
7986,3954,Material,Recycled Plastic
7987,3954,Water Resistance,30m Atmospheric
7988,3954,Country of Origin,Assembled in USA
7989,3955,Eco-Friendly,No
7990,3956,Material,Aluminum
7991,3957,Warranty,2 Year Manufacturer
7992,3957,Material,Stainless Steel
7993,3957,Eco-Friendly,No
7994,3958,Water Resistance,30m Atmospheric
7995,3958,Country of Origin,Assembled in USA
7996,3959,Material,Premium Leather
7997,3960,Water Resistance,None
7998,3960,Eco-Friendly,No
7999,3961,Material,Aluminum
8000,3961,Country of Origin,Assembled in USA
8001,3961,Warranty,1 Year Limited
8002,3962,Water Resistance,None
8003,3962,Country of Origin,Assembled in USA
8004,3962,Eco-Friendly,No
8005,3963,Eco-Friendly,No
8006,3963,Warranty,Lifetime Warranty
8007,3964,Eco-Friendly,Yes
8008,3965,Eco-Friendly,No
8009,3965,Water Resistance,IP67 Certified
8010,3966,Country of Origin,Imported
8011,3966,Material,Recycled Plastic
8012,3966,Warranty,2 Year Manufacturer
8013,3967,Eco-Friendly,Yes
8014,3967,Material,100% Cotton
8015,3967,Country of Origin,Assembled in USA
8016,3968,Warranty,Lifetime Warranty
8017,3968,Water Resistance,30m Atmospheric
8018,3969,Country of Origin,Assembled in USA
8019,3969,Water Resistance,IP67 Certified
8020,3969,Material,Premium Leather
8021,3970,Country of Origin,Assembled in USA
8022,3970,Eco-Friendly,No
8023,3971,Country of Origin,Assembled in USA
8024,3971,Warranty,1 Year Limited
8025,3971,Eco-Friendly,No
8026,3972,Material,Premium Leather
8027,3972,Eco-Friendly,No
8028,3973,Material,Stainless Steel
8029,3973,Country of Origin,Assembled in USA
8030,3973,Warranty,1 Year Limited
8031,3974,Warranty,Lifetime Warranty
8032,3975,Eco-Friendly,No
8033,3975,Water Resistance,IP67 Certified
8034,3976,Warranty,1 Year Limited
8035,3976,Material,Recycled Plastic
8036,3977,Country of Origin,Assembled in USA
8037,3977,Water Resistance,IP67 Certified
8038,3978,Material,100% Cotton
8039,3978,Warranty,2 Year Manufacturer
8040,3979,Eco-Friendly,Yes
8041,3979,Country of Origin,Assembled in USA
8042,3979,Material,Premium Leather
8043,3980,Country of Origin,Assembled in USA
8044,3981,Material,Premium Leather
8045,3981,Country of Origin,Assembled in USA
8046,3981,Warranty,2 Year Manufacturer
8047,3982,Water Resistance,None
8048,3982,Material,Stainless Steel
8049,3982,Country of Origin,Assembled in USA
8050,3983,Water Resistance,IP67 Certified
8051,3983,Eco-Friendly,Yes
8052,3984,Country of Origin,Imported
8053,3985,Eco-Friendly,Yes
8054,3986,Water Resistance,IP67 Certified
8055,3987,Water Resistance,None
8056,3988,Eco-Friendly,Yes
8057,3989,Water Resistance,IP67 Certified
8058,3990,Country of Origin,Assembled in USA
8059,3990,Material,Recycled Plastic
8060,3990,Water Resistance,None
8061,3991,Country of Origin,Imported
8062,3992,Warranty,1 Year Limited
8063,3992,Water Resistance,IP67 Certified
8064,3992,Material,Stainless Steel
8065,3993,Eco-Friendly,No
8066,3994,Country of Origin,Imported
8067,3995,Eco-Friendly,Yes
8068,3995,Water Resistance,IP67 Certified
8069,3995,Warranty,1 Year Limited
8070,3996,Water Resistance,30m Atmospheric
8071,3997,Eco-Friendly,No
8072,3997,Material,Stainless Steel
8073,3997,Warranty,2 Year Manufacturer
8074,3998,Water Resistance,None
8075,3998,Eco-Friendly,No
8076,3998,Country of Origin,Assembled in USA
8077,3999,Material,100% Cotton
8078,3999,Warranty,Lifetime Warranty
8079,3999,Eco-Friendly,Yes
8080,4000,Material,Stainless Steel
8081,4000,Country of Origin,Assembled in USA
8082,4000,Warranty,1 Year Limited
8083,4001,Water Resistance,IP67 Certified
8084,4001,Country of Origin,Assembled in USA
8085,4002,Water Resistance,30m Atmospheric
8086,4002,Country of Origin,Assembled in USA
8087,4002,Material,Stainless Steel
8088,4003,Water Resistance,30m Atmospheric
8089,4003,Material,Stainless Steel
8090,4004,Water Resistance,IP67 Certified
8091,4005,Country of Origin,Assembled in USA
8092,4005,Eco-Friendly,No
8093,4005,Material,Premium Leather
8094,4006,Warranty,1 Year Limited
8095,4007,Warranty,2 Year Manufacturer
8096,4007,Water Resistance,IP67 Certified
8097,4008,Country of Origin,Imported
8098,4009,Water Resistance,None
8099,4010,Material,100% Cotton
8100,4010,Eco-Friendly,No
8101,4010,Warranty,Lifetime Warranty
8102,4011,Country of Origin,Imported
8103,4011,Warranty,1 Year Limited
8104,4011,Material,Aluminum
8105,4012,Eco-Friendly,No
8106,4012,Country of Origin,Imported
8107,4013,Country of Origin,Assembled in USA
8108,4013,Warranty,Lifetime Warranty
8109,4014,Water Resistance,IP67 Certified
8110,4014,Eco-Friendly,No
8111,4015,Eco-Friendly,No
8112,4016,Country of Origin,Assembled in USA
8113,4016,Material,Premium Leather
8114,4017,Eco-Friendly,Yes
8115,4018,Material,Recycled Plastic
8116,4019,Water Resistance,None
8117,4019,Warranty,2 Year Manufacturer
8118,4019,Country of Origin,Imported
8119,4020,Material,Stainless Steel
8120,4020,Water Resistance,30m Atmospheric
8121,4020,Country of Origin,Assembled in USA
8122,4021,Country of Origin,Assembled in USA
8123,4021,Warranty,Lifetime Warranty
8124,4022,Country of Origin,Assembled in USA
8125,4022,Eco-Friendly,Yes
8126,4022,Warranty,2 Year Manufacturer
8127,4023,Country of Origin,Imported
8128,4023,Warranty,1 Year Limited
8129,4024,Water Resistance,None
8130,4024,Material,Stainless Steel
8131,4025,Country of Origin,Imported
8132,4025,Eco-Friendly,No
8133,4025,Water Resistance,None
8134,4026,Water Resistance,30m Atmospheric
8135,4027,Warranty,2 Year Manufacturer
8136,4027,Material,Premium Leather
8137,4027,Eco-Friendly,Yes
8138,4028,Material,Stainless Steel
8139,4029,Eco-Friendly,No
8140,4029,Material,100% Cotton
8141,4029,Country of Origin,Assembled in USA
8142,4030,Material,Stainless Steel
8143,4030,Water Resistance,30m Atmospheric
8144,4031,Material,100% Cotton
8145,4031,Water Resistance,30m Atmospheric
8146,4031,Warranty,Lifetime Warranty
8147,4032,Material,Stainless Steel
8148,4032,Water Resistance,None
8149,4032,Warranty,Lifetime Warranty
8150,4033,Material,100% Cotton
8151,4033,Warranty,Lifetime Warranty
8152,4033,Eco-Friendly,Yes
8153,4034,Country of Origin,Assembled in USA
8154,4034,Warranty,Lifetime Warranty
8155,4035,Water Resistance,30m Atmospheric
8156,4035,Warranty,2 Year Manufacturer
8157,4035,Material,Stainless Steel
8158,4036,Material,100% Cotton
8159,4036,Country of Origin,Imported
8160,4036,Water Resistance,30m Atmospheric
8161,4037,Country of Origin,Assembled in USA
8162,4037,Warranty,Lifetime Warranty
8163,4038,Water Resistance,IP67 Certified
8164,4038,Country of Origin,Imported
8165,4038,Material,Aluminum
8166,4039,Eco-Friendly,No
8167,4039,Water Resistance,None
8168,4039,Country of Origin,Assembled in USA
8169,4040,Warranty,Lifetime Warranty
8170,4041,Eco-Friendly,Yes
8171,4041,Material,Stainless Steel
8172,4042,Material,Aluminum
8173,4042,Eco-Friendly,Yes
8174,4043,Material,Stainless Steel
8175,4043,Warranty,Lifetime Warranty
8176,4043,Water Resistance,IP67 Certified
8177,4044,Country of Origin,Assembled in USA
8178,4045,Water Resistance,None
8179,4046,Eco-Friendly,Yes
8180,4047,Warranty,Lifetime Warranty
8181,4048,Warranty,1 Year Limited
8182,4048,Eco-Friendly,No
8183,4048,Water Resistance,30m Atmospheric
8184,4049,Country of Origin,Imported
8185,4050,Water Resistance,30m Atmospheric
8186,4050,Eco-Friendly,No
8187,4050,Country of Origin,Imported
8188,4051,Material,Aluminum
8189,4052,Eco-Friendly,No
8190,4052,Water Resistance,IP67 Certified
8191,4053,Warranty,2 Year Manufacturer
8192,4053,Eco-Friendly,No
8193,4054,Material,Premium Leather
8194,4055,Eco-Friendly,Yes
8195,4056,Country of Origin,Assembled in USA
8196,4056,Water Resistance,None
8197,4057,Material,Recycled Plastic
8198,4057,Eco-Friendly,No
8199,4058,Eco-Friendly,Yes
8200,4058,Material,Stainless Steel
8201,4059,Warranty,2 Year Manufacturer
8202,4059,Material,Recycled Plastic
8203,4060,Material,Recycled Plastic
8204,4061,Warranty,2 Year Manufacturer
8205,4061,Eco-Friendly,No
8206,4061,Material,Stainless Steel
8207,4062,Eco-Friendly,No
8208,4062,Material,Premium Leather
8209,4063,Country of Origin,Assembled in USA
8210,4063,Material,100% Cotton
8211,4064,Material,Premium Leather
8212,4064,Country of Origin,Imported
8213,4065,Water Resistance,30m Atmospheric
8214,4065,Eco-Friendly,Yes
8215,4066,Country of Origin,Imported
8216,4066,Material,Recycled Plastic
8217,4067,Water Resistance,None
8218,4067,Warranty,Lifetime Warranty
8219,4068,Material,100% Cotton
8220,4068,Water Resistance,IP67 Certified
8221,4068,Eco-Friendly,Yes
8222,4069,Country of Origin,Assembled in USA
8223,4070,Eco-Friendly,No
8224,4070,Water Resistance,30m Atmospheric
8225,4071,Material,Aluminum
8226,4071,Country of Origin,Imported
8227,4071,Water Resistance,IP67 Certified
8228,4072,Material,Stainless Steel
8229,4073,Country of Origin,Imported
8230,4073,Water Resistance,IP67 Certified
8231,4074,Material,Recycled Plastic
8232,4074,Country of Origin,Assembled in USA
8233,4074,Water Resistance,IP67 Certified
8234,4075,Water Resistance,30m Atmospheric
8235,4076,Warranty,Lifetime Warranty
8236,4077,Eco-Friendly,No
8237,4077,Water Resistance,None
8238,4077,Warranty,2 Year Manufacturer
8239,4078,Material,Premium Leather
8240,4078,Water Resistance,30m Atmospheric
8241,4078,Country of Origin,Assembled in USA
8242,4079,Water Resistance,IP67 Certified
8243,4080,Country of Origin,Imported
8244,4080,Material,100% Cotton
8245,4080,Water Resistance,None
8246,4081,Country of Origin,Imported
8247,4081,Eco-Friendly,No
8248,4082,Eco-Friendly,No
8249,4083,Country of Origin,Imported
8250,4083,Material,100% Cotton
8251,4083,Water Resistance,30m Atmospheric
8252,4084,Water Resistance,None
8253,4084,Material,Recycled Plastic
8254,4084,Warranty,Lifetime Warranty
8255,4085,Eco-Friendly,No
8256,4086,Eco-Friendly,No
8257,4086,Material,Recycled Plastic
8258,4086,Warranty,Lifetime Warranty
8259,4087,Country of Origin,Imported
8260,4087,Eco-Friendly,Yes
8261,4088,Water Resistance,IP67 Certified
8262,4088,Material,Aluminum
8263,4088,Country of Origin,Imported
8264,4089,Water Resistance,IP67 Certified
8265,4089,Warranty,1 Year Limited
8266,4090,Warranty,2 Year Manufacturer
8267,4090,Country of Origin,Imported
8268,4090,Water Resistance,None
8269,4091,Material,Stainless Steel
8270,4091,Eco-Friendly,No
8271,4091,Country of Origin,Assembled in USA
8272,4092,Water Resistance,IP67 Certified
8273,4092,Warranty,1 Year Limited
8274,4093,Country of Origin,Assembled in USA
8275,4094,Warranty,Lifetime Warranty
8276,4095,Material,Stainless Steel
8277,4096,Water Resistance,IP67 Certified
8278,4096,Material,Premium Leather
8279,4097,Warranty,1 Year Limited
8280,4097,Eco-Friendly,No
8281,4097,Material,Recycled Plastic
8282,4098,Water Resistance,30m Atmospheric
8283,4098,Country of Origin,Assembled in USA
8284,4098,Warranty,2 Year Manufacturer
8285,4099,Material,Aluminum
8286,4100,Material,Recycled Plastic
8287,4100,Eco-Friendly,Yes
8288,4101,Warranty,Lifetime Warranty
8289,4101,Material,Premium Leather
8290,4101,Water Resistance,30m Atmospheric
8291,4102,Eco-Friendly,No
8292,4102,Water Resistance,None
8293,4102,Warranty,Lifetime Warranty
8294,4103,Country of Origin,Assembled in USA
8295,4103,Eco-Friendly,No
8296,4104,Water Resistance,IP67 Certified
8297,4104,Warranty,1 Year Limited
8298,4104,Eco-Friendly,No
8299,4105,Country of Origin,Imported
8300,4106,Warranty,1 Year Limited
8301,4106,Eco-Friendly,Yes
8302,4106,Water Resistance,IP67 Certified
8303,4107,Warranty,2 Year Manufacturer
8304,4107,Eco-Friendly,Yes
8305,4107,Material,Recycled Plastic
8306,4108,Eco-Friendly,Yes
8307,4108,Material,Recycled Plastic
8308,4108,Warranty,1 Year Limited
8309,4109,Warranty,Lifetime Warranty
8310,4109,Eco-Friendly,Yes
8311,4109,Water Resistance,30m Atmospheric
8312,4110,Material,Premium Leather
8313,4110,Country of Origin,Imported
8314,4110,Water Resistance,IP67 Certified
8315,4111,Material,Recycled Plastic
8316,4112,Warranty,1 Year Limited
8317,4112,Country of Origin,Assembled in USA
8318,4112,Water Resistance,IP67 Certified
8319,4113,Water Resistance,30m Atmospheric
8320,4113,Eco-Friendly,Yes
8321,4114,Eco-Friendly,Yes
8322,4115,Warranty,Lifetime Warranty
8323,4116,Material,100% Cotton
8324,4116,Eco-Friendly,No
8325,4116,Water Resistance,None
8326,4117,Eco-Friendly,Yes
8327,4117,Warranty,2 Year Manufacturer
8328,4118,Water Resistance,None
8329,4118,Country of Origin,Imported
8330,4119,Eco-Friendly,No
8331,4120,Country of Origin,Imported
8332,4121,Eco-Friendly,No
8333,4122,Warranty,Lifetime Warranty
8334,4122,Eco-Friendly,Yes
8335,4123,Warranty,2 Year Manufacturer
8336,4123,Material,Stainless Steel
8337,4123,Country of Origin,Assembled in USA
8338,4124,Material,Premium Leather
8339,4125,Water Resistance,IP67 Certified
8340,4125,Country of Origin,Imported
8341,4125,Warranty,Lifetime Warranty
8342,4126,Material,Recycled Plastic
8343,4126,Warranty,2 Year Manufacturer
8344,4126,Eco-Friendly,Yes
8345,4127,Material,Recycled Plastic
8346,4128,Eco-Friendly,No
8347,4128,Warranty,1 Year Limited
8348,4129,Eco-Friendly,No
8349,4129,Warranty,2 Year Manufacturer
8350,4130,Eco-Friendly,Yes
8351,4130,Material,100% Cotton
8352,4130,Warranty,2 Year Manufacturer
8353,4131,Warranty,1 Year Limited
8354,4131,Water Resistance,30m Atmospheric
8355,4131,Eco-Friendly,No
8356,4132,Water Resistance,IP67 Certified
8357,4133,Water Resistance,30m Atmospheric
8358,4133,Country of Origin,Imported
8359,4133,Material,Recycled Plastic
8360,4134,Material,100% Cotton
8361,4134,Country of Origin,Assembled in USA
8362,4134,Eco-Friendly,Yes
8363,4135,Warranty,1 Year Limited
8364,4136,Eco-Friendly,No
8365,4136,Water Resistance,None
8366,4136,Warranty,2 Year Manufacturer
8367,4137,Warranty,1 Year Limited
8368,4137,Eco-Friendly,No
8369,4137,Country of Origin,Imported
8370,4138,Eco-Friendly,Yes
8371,4138,Material,100% Cotton
8372,4138,Warranty,2 Year Manufacturer
8373,4139,Warranty,2 Year Manufacturer
8374,4139,Eco-Friendly,Yes
8375,4140,Warranty,1 Year Limited
8376,4140,Country of Origin,Imported
8377,4141,Water Resistance,None
8378,4141,Country of Origin,Assembled in USA
8379,4141,Material,100% Cotton
8380,4142,Country of Origin,Assembled in USA
8381,4142,Eco-Friendly,No
8382,4142,Water Resistance,None
8383,4143,Eco-Friendly,Yes
8384,4143,Water Resistance,None
8385,4144,Warranty,Lifetime Warranty
8386,4144,Country of Origin,Assembled in USA
8387,4145,Eco-Friendly,Yes
8388,4145,Water Resistance,None
8389,4146,Eco-Friendly,Yes
8390,4146,Country of Origin,Imported
8391,4147,Eco-Friendly,No
8392,4147,Country of Origin,Assembled in USA
8393,4148,Country of Origin,Assembled in USA
8394,4148,Eco-Friendly,Yes
8395,4148,Water Resistance,IP67 Certified
8396,4149,Warranty,Lifetime Warranty
8397,4149,Country of Origin,Imported
8398,4149,Eco-Friendly,No
8399,4150,Eco-Friendly,No
8400,4151,Material,Recycled Plastic
8401,4151,Water Resistance,30m Atmospheric
8402,4151,Country of Origin,Imported
8403,4152,Material,Recycled Plastic
8404,4152,Country of Origin,Imported
8405,4153,Warranty,Lifetime Warranty
8406,4153,Eco-Friendly,Yes
8407,4153,Water Resistance,None
8408,4154,Eco-Friendly,Yes
8409,4155,Country of Origin,Imported
8410,4155,Water Resistance,30m Atmospheric
8411,4155,Warranty,Lifetime Warranty
8412,4156,Warranty,2 Year Manufacturer
8413,4156,Country of Origin,Assembled in USA
8414,4157,Eco-Friendly,No
8415,4158,Country of Origin,Imported
8416,4158,Water Resistance,IP67 Certified
8417,4159,Material,100% Cotton
8418,4159,Country of Origin,Imported
8419,4160,Material,Stainless Steel
8420,4160,Water Resistance,30m Atmospheric
8421,4161,Country of Origin,Assembled in USA
8422,4161,Warranty,1 Year Limited
8423,4162,Material,Stainless Steel
8424,4162,Warranty,2 Year Manufacturer
8425,4163,Eco-Friendly,No
8426,4163,Material,Aluminum
8427,4163,Water Resistance,30m Atmospheric
8428,4164,Water Resistance,None
8429,4165,Eco-Friendly,No
8430,4166,Warranty,1 Year Limited
8431,4166,Eco-Friendly,Yes
8432,4167,Material,Stainless Steel
8433,4167,Eco-Friendly,No
8434,4168,Material,Aluminum
8435,4168,Eco-Friendly,Yes
8436,4169,Eco-Friendly,Yes
8437,4170,Eco-Friendly,No
8438,4171,Material,Stainless Steel
8439,4171,Eco-Friendly,Yes
8440,4172,Warranty,Lifetime Warranty
8441,4172,Eco-Friendly,No
8442,4172,Material,Stainless Steel
8443,4173,Water Resistance,IP67 Certified
8444,4174,Warranty,2 Year Manufacturer
8445,4174,Water Resistance,None
8446,4174,Eco-Friendly,No
8447,4175,Country of Origin,Assembled in USA
8448,4175,Water Resistance,30m Atmospheric
8449,4176,Warranty,2 Year Manufacturer
8450,4176,Country of Origin,Imported
8451,4176,Eco-Friendly,No
8452,4177,Warranty,2 Year Manufacturer
8453,4177,Eco-Friendly,No
8454,4178,Warranty,Lifetime Warranty
8455,4179,Eco-Friendly,No
8456,4180,Eco-Friendly,No
8457,4180,Warranty,2 Year Manufacturer
8458,4181,Material,Premium Leather
8459,4182,Water Resistance,IP67 Certified
8460,4183,Water Resistance,30m Atmospheric
8461,4183,Warranty,Lifetime Warranty
8462,4183,Country of Origin,Imported
8463,4184,Material,Aluminum
8464,4184,Warranty,1 Year Limited
8465,4185,Country of Origin,Imported
8466,4185,Material,Recycled Plastic
8467,4186,Eco-Friendly,No
8468,4187,Water Resistance,30m Atmospheric
8469,4187,Material,Aluminum
8470,4187,Eco-Friendly,Yes
8471,4188,Eco-Friendly,Yes
8472,4189,Warranty,Lifetime Warranty
8473,4189,Country of Origin,Imported
8474,4189,Eco-Friendly,Yes
8475,4190,Country of Origin,Assembled in USA
8476,4190,Warranty,2 Year Manufacturer
8477,4191,Warranty,Lifetime Warranty
8478,4192,Eco-Friendly,No
8479,4192,Country of Origin,Imported
8480,4193,Country of Origin,Imported
8481,4193,Eco-Friendly,Yes
8482,4193,Material,Stainless Steel
8483,4194,Water Resistance,None
8484,4194,Warranty,1 Year Limited
8485,4194,Eco-Friendly,No
8486,4195,Warranty,Lifetime Warranty
8487,4195,Water Resistance,30m Atmospheric
8488,4195,Material,Stainless Steel
8489,4196,Water Resistance,30m Atmospheric
8490,4196,Material,Aluminum
8491,4196,Warranty,1 Year Limited
8492,4197,Water Resistance,IP67 Certified
8493,4198,Eco-Friendly,Yes
8494,4198,Warranty,Lifetime Warranty
8495,4198,Water Resistance,None
8496,4199,Eco-Friendly,No
8497,4200,Eco-Friendly,No
8498,4200,Warranty,2 Year Manufacturer
8499,4200,Material,Recycled Plastic
8500,4201,Eco-Friendly,Yes
8501,4201,Material,Recycled Plastic
8502,4201,Water Resistance,30m Atmospheric
8503,4202,Eco-Friendly,No
8504,4202,Water Resistance,None
8505,4202,Warranty,Lifetime Warranty
8506,4203,Country of Origin,Assembled in USA
8507,4203,Water Resistance,None
8508,4203,Material,Aluminum
8509,4204,Water Resistance,None
8510,4205,Material,Stainless Steel
8511,4206,Material,100% Cotton
8512,4206,Warranty,Lifetime Warranty
8513,4206,Country of Origin,Assembled in USA
8514,4207,Eco-Friendly,Yes
8515,4208,Water Resistance,IP67 Certified
8516,4208,Material,100% Cotton
8517,4208,Warranty,2 Year Manufacturer
8518,4209,Country of Origin,Assembled in USA
8519,4209,Warranty,Lifetime Warranty
8520,4209,Material,Premium Leather
8521,4210,Warranty,1 Year Limited
8522,4211,Country of Origin,Assembled in USA
8523,4211,Eco-Friendly,No
8524,4212,Water Resistance,IP67 Certified
8525,4212,Warranty,2 Year Manufacturer
8526,4213,Material,Premium Leather
8527,4213,Warranty,2 Year Manufacturer
8528,4213,Country of Origin,Imported
8529,4214,Country of Origin,Imported
8530,4215,Country of Origin,Imported
8531,4216,Warranty,1 Year Limited
8532,4217,Water Resistance,IP67 Certified
8533,4218,Warranty,2 Year Manufacturer
8534,4218,Country of Origin,Imported
8535,4219,Warranty,2 Year Manufacturer
8536,4220,Water Resistance,IP67 Certified
8537,4220,Material,100% Cotton
8538,4221,Warranty,2 Year Manufacturer
8539,4221,Water Resistance,IP67 Certified
8540,4222,Material,Stainless Steel
8541,4222,Country of Origin,Imported
8542,4222,Eco-Friendly,No
8543,4223,Warranty,Lifetime Warranty
8544,4224,Country of Origin,Imported
8545,4224,Warranty,1 Year Limited
