id,external_item_id,title,item_type,metadata_json
1204,item_2f9ad58b_1204,Eco Pack (Model 1204),home_goods,"{""sku_reference"": ""SKU-898-1204"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.28}"
1205,item_db53d9b7_1205,Smart Monitor (Model 1205),apparel,"{""sku_reference"": ""SKU-167-1205"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.42}"
1206,item_f4ae7a57_1206,Eco Device (Model 1206),entertainment,"{""sku_reference"": ""SKU-781-1206"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.17}"
1207,item_f1b84884_1207,Vintage Tracker (Model 1207),home_goods,"{""sku_reference"": ""SKU-925-1207"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.17}"
1208,item_8e719900_1208,Eco Console (Model 1208),fitness,"{""sku_reference"": ""SKU-927-1208"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.22}"
1209,item_73962165_1209,Classic Console (Model 1209),entertainment,"{""sku_reference"": ""SKU-207-1209"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.17}"
1210,item_7e02fe3d_1210,Ergonomic Console (Model 1210),fitness,"{""sku_reference"": ""SKU-996-1210"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.15}"
1211,item_d96f0b1b_1211,Ultra Pack (Model 1211),fitness,"{""sku_reference"": ""SKU-324-1211"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.29}"
1212,item_4b8f4a45_1212,Wireless Kit (Model 1212),apparel,"{""sku_reference"": ""SKU-903-1212"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.44}"
1213,item_e30e7cf5_1213,Ergonomic Device (Model 1213),apparel,"{""sku_reference"": ""SKU-450-1213"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.41}"
1214,item_06155d6c_1214,Classic Console (Model 1214),apparel,"{""sku_reference"": ""SKU-960-1214"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.46}"
1215,item_e556b02e_1215,Ultra Monitor (Model 1215),books,"{""sku_reference"": ""SKU-821-1215"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.15}"
1216,item_4b62d76d_1216,Premium Gear (Model 1216),fitness,"{""sku_reference"": ""SKU-749-1216"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.58}"
1217,item_5d9404fe_1217,Ergonomic Hub (Model 1217),entertainment,"{""sku_reference"": ""SKU-184-1217"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.11}"
1218,item_324284a9_1218,Ergonomic Tracker (Model 1218),electronics,"{""sku_reference"": ""SKU-671-1218"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.19}"
1219,item_7546d948_1219,Classic Monitor (Model 1219),fitness,"{""sku_reference"": ""SKU-862-1219"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.32}"
1220,item_9ed98a66_1220,Ultra Device (Model 1220),books,"{""sku_reference"": ""SKU-859-1220"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.3}"
1221,item_55823020_1221,Smart Pack (Model 1221),home_goods,"{""sku_reference"": ""SKU-481-1221"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
1222,item_419a5cf1_1222,Vintage Hub (Model 1222),electronics,"{""sku_reference"": ""SKU-438-1222"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.35}"
1223,item_14024078_1223,Ultra Device (Model 1223),home_goods,"{""sku_reference"": ""SKU-868-1223"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
1224,item_63030be0_1224,Smart Tracker (Model 1224),entertainment,"{""sku_reference"": ""SKU-646-1224"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.62}"
1225,item_cc6bade7_1225,Vintage Hub (Model 1225),books,"{""sku_reference"": ""SKU-580-1225"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.19}"
1226,item_26c343ed_1226,Ultra Tracker (Model 1226),books,"{""sku_reference"": ""SKU-996-1226"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.43}"
1227,item_ceb192b1_1227,Vintage Tracker (Model 1227),electronics,"{""sku_reference"": ""SKU-973-1227"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.64}"
1228,item_85b802cb_1228,Premium Kit (Model 1228),entertainment,"{""sku_reference"": ""SKU-311-1228"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.21}"
1229,item_c7c41394_1229,Ergonomic Tracker (Model 1229),entertainment,"{""sku_reference"": ""SKU-702-1229"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.38}"
1230,item_fee0c4a6_1230,Vintage Console (Model 1230),books,"{""sku_reference"": ""SKU-230-1230"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.27}"
1231,item_c9922aa7_1231,Classic Apparel (Model 1231),home_goods,"{""sku_reference"": ""SKU-124-1231"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.37}"
1232,item_a73a0988_1232,Vintage Tracker (Model 1232),home_goods,"{""sku_reference"": ""SKU-630-1232"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.31}"
1233,item_126dc154_1233,Ultra Tracker (Model 1233),electronics,"{""sku_reference"": ""SKU-474-1233"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.53}"
1234,item_d8eb6984_1234,Eco Pack (Model 1234),entertainment,"{""sku_reference"": ""SKU-756-1234"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.15}"
1235,item_45ed1439_1235,Vintage Device (Model 1235),home_goods,"{""sku_reference"": ""SKU-184-1235"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.29}"
1236,item_729715ff_1236,Wireless Gear (Model 1236),fitness,"{""sku_reference"": ""SKU-742-1236"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.33}"
1237,item_597fc7b9_1237,Ultra Device (Model 1237),fitness,"{""sku_reference"": ""SKU-363-1237"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
1238,item_9e0acfb5_1238,Vintage Apparel (Model 1238),fitness,"{""sku_reference"": ""SKU-115-1238"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.34}"
1239,item_bc0e29d7_1239,Ergonomic Tracker (Model 1239),apparel,"{""sku_reference"": ""SKU-662-1239"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.18}"
1240,item_0d4341f4_1240,Ultra Kit (Model 1240),books,"{""sku_reference"": ""SKU-821-1240"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.4}"
1241,item_7ca2a442_1241,Smart Hub (Model 1241),entertainment,"{""sku_reference"": ""SKU-948-1241"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.4}"
1242,item_b22ed502_1242,Classic Kit (Model 1242),fitness,"{""sku_reference"": ""SKU-492-1242"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.38}"
1243,item_418b01ed_1243,Premium Console (Model 1243),electronics,"{""sku_reference"": ""SKU-843-1243"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.26}"
1244,item_e7763908_1244,Eco Pack (Model 1244),books,"{""sku_reference"": ""SKU-487-1244"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.52}"
1245,item_6704ee6e_1245,Wireless Device (Model 1245),apparel,"{""sku_reference"": ""SKU-962-1245"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.14}"
1246,item_80030bc1_1246,Ergonomic Gear (Model 1246),fitness,"{""sku_reference"": ""SKU-306-1246"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.36}"
1247,item_119462d3_1247,Ergonomic Console (Model 1247),electronics,"{""sku_reference"": ""SKU-167-1247"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.56}"
1248,item_890b8796_1248,Ultra Kit (Model 1248),entertainment,"{""sku_reference"": ""SKU-652-1248"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.64}"
1249,item_7c000d51_1249,Classic Apparel (Model 1249),apparel,"{""sku_reference"": ""SKU-682-1249"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.14}"
1250,item_7af8d889_1250,Ultra Tracker (Model 1250),electronics,"{""sku_reference"": ""SKU-943-1250"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.46}"
1251,item_cfb8fff4_1251,Ergonomic Apparel (Model 1251),apparel,"{""sku_reference"": ""SKU-421-1251"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.44}"
1252,item_f46ebab5_1252,Ergonomic Device (Model 1252),books,"{""sku_reference"": ""SKU-453-1252"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.45}"
1253,item_d6028496_1253,Vintage Tracker (Model 1253),apparel,"{""sku_reference"": ""SKU-197-1253"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.27}"
1254,item_3b26abd9_1254,Eco Hub (Model 1254),entertainment,"{""sku_reference"": ""SKU-829-1254"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.28}"
1255,item_ca6e3fec_1255,Premium Gear (Model 1255),fitness,"{""sku_reference"": ""SKU-293-1255"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.1}"
1256,item_763500d7_1256,Ultra Pack (Model 1256),electronics,"{""sku_reference"": ""SKU-745-1256"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.23}"
1257,item_ef934f74_1257,Smart Pack (Model 1257),electronics,"{""sku_reference"": ""SKU-732-1257"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.5}"
1258,item_b7ea7068_1258,Eco Apparel (Model 1258),books,"{""sku_reference"": ""SKU-821-1258"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.58}"
1259,item_5bc45094_1259,Classic Kit (Model 1259),entertainment,"{""sku_reference"": ""SKU-850-1259"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.26}"
1260,item_81a8fe2e_1260,Premium Tracker (Model 1260),entertainment,"{""sku_reference"": ""SKU-488-1260"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.19}"
1261,item_ced1d867_1261,Smart Pack (Model 1261),books,"{""sku_reference"": ""SKU-442-1261"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.19}"
1262,item_4b3703df_1262,Classic Tracker (Model 1262),books,"{""sku_reference"": ""SKU-360-1262"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.65}"
1263,item_951d6895_1263,Ultra Tracker (Model 1263),entertainment,"{""sku_reference"": ""SKU-876-1263"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.22}"
1264,item_02774ca4_1264,Classic Hub (Model 1264),apparel,"{""sku_reference"": ""SKU-880-1264"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.51}"
1265,item_4a82d02a_1265,Premium Tracker (Model 1265),apparel,"{""sku_reference"": ""SKU-341-1265"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.15}"
1266,item_d4c30299_1266,Ultra Pack (Model 1266),fitness,"{""sku_reference"": ""SKU-446-1266"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.43}"
1267,item_049214f5_1267,Ergonomic Apparel (Model 1267),books,"{""sku_reference"": ""SKU-975-1267"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.22}"
1268,item_d82f9163_1268,Vintage Pack (Model 1268),fitness,"{""sku_reference"": ""SKU-238-1268"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
1269,item_6e665829_1269,Vintage Kit (Model 1269),entertainment,"{""sku_reference"": ""SKU-794-1269"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.56}"
1270,item_efc43e72_1270,Ergonomic Apparel (Model 1270),electronics,"{""sku_reference"": ""SKU-174-1270"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.12}"
1271,item_3b8e59a9_1271,Vintage Tracker (Model 1271),fitness,"{""sku_reference"": ""SKU-853-1271"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.37}"
1272,item_120d9f54_1272,Ultra Kit (Model 1272),fitness,"{""sku_reference"": ""SKU-228-1272"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.43}"
1273,item_8dba042a_1273,Ergonomic Hub (Model 1273),fitness,"{""sku_reference"": ""SKU-953-1273"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.17}"
1274,item_e3040cd3_1274,Premium Tracker (Model 1274),apparel,"{""sku_reference"": ""SKU-839-1274"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.17}"
1275,item_492a39ee_1275,Wireless Gear (Model 1275),fitness,"{""sku_reference"": ""SKU-194-1275"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.44}"
1276,item_9de49ba0_1276,Ergonomic Gear (Model 1276),apparel,"{""sku_reference"": ""SKU-440-1276"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.13}"
1277,item_ea33d804_1277,Eco Tracker (Model 1277),apparel,"{""sku_reference"": ""SKU-278-1277"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.43}"
1278,item_46308c9e_1278,Eco Console (Model 1278),entertainment,"{""sku_reference"": ""SKU-373-1278"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.62}"
1279,item_b86a3a07_1279,Ultra Apparel (Model 1279),apparel,"{""sku_reference"": ""SKU-424-1279"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.26}"
1280,item_52b62356_1280,Wireless Tracker (Model 1280),fitness,"{""sku_reference"": ""SKU-834-1280"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.4}"
1281,item_ddc3c1a5_1281,Wireless Pack (Model 1281),fitness,"{""sku_reference"": ""SKU-109-1281"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.49}"
1282,item_18104c1e_1282,Premium Pack (Model 1282),apparel,"{""sku_reference"": ""SKU-490-1282"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.57}"
1283,item_612b4c1b_1283,Smart Apparel (Model 1283),fitness,"{""sku_reference"": ""SKU-227-1283"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.43}"
1284,item_fff200d3_1284,Vintage Device (Model 1284),entertainment,"{""sku_reference"": ""SKU-838-1284"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.11}"
1285,item_c91b44cc_1285,Ultra Apparel (Model 1285),apparel,"{""sku_reference"": ""SKU-933-1285"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.24}"
1286,item_2bbd19cc_1286,Wireless Device (Model 1286),fitness,"{""sku_reference"": ""SKU-185-1286"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.16}"
1287,item_c9122849_1287,Eco Monitor (Model 1287),home_goods,"{""sku_reference"": ""SKU-811-1287"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.16}"
1288,item_a0d10e7d_1288,Premium Kit (Model 1288),entertainment,"{""sku_reference"": ""SKU-334-1288"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.22}"
1289,item_cdc921e7_1289,Eco Monitor (Model 1289),entertainment,"{""sku_reference"": ""SKU-381-1289"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.34}"
1290,item_a3c7ea89_1290,Ergonomic Gear (Model 1290),home_goods,"{""sku_reference"": ""SKU-125-1290"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.18}"
1291,item_26cb699a_1291,Classic Console (Model 1291),books,"{""sku_reference"": ""SKU-952-1291"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.32}"
1292,item_82f75181_1292,Wireless Device (Model 1292),apparel,"{""sku_reference"": ""SKU-765-1292"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
1293,item_6007b0ab_1293,Classic Tracker (Model 1293),electronics,"{""sku_reference"": ""SKU-419-1293"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.44}"
1294,item_30dcfefe_1294,Eco Pack (Model 1294),home_goods,"{""sku_reference"": ""SKU-902-1294"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.18}"
1295,item_ddad025b_1295,Ergonomic Monitor (Model 1295),books,"{""sku_reference"": ""SKU-233-1295"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.16}"
1296,item_5ba0a9db_1296,Smart Console (Model 1296),fitness,"{""sku_reference"": ""SKU-784-1296"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.36}"
1297,item_d697673a_1297,Premium Kit (Model 1297),books,"{""sku_reference"": ""SKU-413-1297"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.34}"
1298,item_c3ffc9d8_1298,Premium Gear (Model 1298),apparel,"{""sku_reference"": ""SKU-921-1298"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.37}"
1299,item_04b3f128_1299,Eco Console (Model 1299),fitness,"{""sku_reference"": ""SKU-983-1299"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.12}"
1300,item_fcf0d607_1300,Wireless Apparel (Model 1300),books,"{""sku_reference"": ""SKU-111-1300"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.45}"
1301,item_1e3eeb5d_1301,Ergonomic Pack (Model 1301),apparel,"{""sku_reference"": ""SKU-828-1301"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.42}"
1302,item_85542b73_1302,Classic Hub (Model 1302),books,"{""sku_reference"": ""SKU-937-1302"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.64}"
1303,item_ef6f529c_1303,Vintage Apparel (Model 1303),entertainment,"{""sku_reference"": ""SKU-252-1303"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.42}"
1304,item_8e43adc2_1304,Premium Device (Model 1304),fitness,"{""sku_reference"": ""SKU-110-1304"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.32}"
1305,item_5ebacff7_1305,Eco Tracker (Model 1305),books,"{""sku_reference"": ""SKU-993-1305"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.5}"
1306,item_3b2092f4_1306,Eco Console (Model 1306),entertainment,"{""sku_reference"": ""SKU-135-1306"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.18}"
1307,item_f85cb624_1307,Premium Pack (Model 1307),books,"{""sku_reference"": ""SKU-480-1307"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.21}"
1308,item_9e8f642e_1308,Ultra Hub (Model 1308),electronics,"{""sku_reference"": ""SKU-413-1308"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.12}"
1309,item_6a3aefa6_1309,Ultra Apparel (Model 1309),apparel,"{""sku_reference"": ""SKU-678-1309"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.18}"
1310,item_6f8dcdaf_1310,Smart Pack (Model 1310),home_goods,"{""sku_reference"": ""SKU-829-1310"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.16}"
1311,item_f82efeaa_1311,Smart Pack (Model 1311),apparel,"{""sku_reference"": ""SKU-974-1311"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.5}"
1312,item_2d39e49c_1312,Premium Monitor (Model 1312),home_goods,"{""sku_reference"": ""SKU-798-1312"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.64}"
1313,item_5d94881e_1313,Vintage Monitor (Model 1313),home_goods,"{""sku_reference"": ""SKU-470-1313"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.3}"
1314,item_f7ca18c4_1314,Eco Hub (Model 1314),entertainment,"{""sku_reference"": ""SKU-673-1314"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
1315,item_7d38486b_1315,Classic Device (Model 1315),home_goods,"{""sku_reference"": ""SKU-241-1315"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.61}"
1316,item_41300d9f_1316,Smart Hub (Model 1316),entertainment,"{""sku_reference"": ""SKU-608-1316"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
1317,item_312410a1_1317,Premium Hub (Model 1317),home_goods,"{""sku_reference"": ""SKU-533-1317"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.14}"
1318,item_0da3433d_1318,Ultra Hub (Model 1318),entertainment,"{""sku_reference"": ""SKU-313-1318"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.13}"
1319,item_9d760f85_1319,Vintage Monitor (Model 1319),fitness,"{""sku_reference"": ""SKU-306-1319"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.14}"
1320,item_7baec96b_1320,Premium Gear (Model 1320),fitness,"{""sku_reference"": ""SKU-629-1320"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
1321,item_829c673b_1321,Vintage Hub (Model 1321),apparel,"{""sku_reference"": ""SKU-737-1321"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.64}"
1322,item_1b2f0834_1322,Premium Console (Model 1322),fitness,"{""sku_reference"": ""SKU-589-1322"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
1323,item_809f3d58_1323,Ultra Tracker (Model 1323),fitness,"{""sku_reference"": ""SKU-623-1323"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.55}"
1324,item_a549483a_1324,Vintage Console (Model 1324),fitness,"{""sku_reference"": ""SKU-700-1324"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.3}"
1325,item_2448342f_1325,Wireless Device (Model 1325),home_goods,"{""sku_reference"": ""SKU-103-1325"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.52}"
1326,item_8702f26e_1326,Vintage Hub (Model 1326),entertainment,"{""sku_reference"": ""SKU-760-1326"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.17}"
1327,item_0a1df255_1327,Smart Pack (Model 1327),fitness,"{""sku_reference"": ""SKU-159-1327"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.41}"
1328,item_0af2d0eb_1328,Ultra Gear (Model 1328),books,"{""sku_reference"": ""SKU-972-1328"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.6}"
1329,item_45e829ab_1329,Classic Console (Model 1329),fitness,"{""sku_reference"": ""SKU-490-1329"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.16}"
1330,item_cce150ab_1330,Wireless Gear (Model 1330),apparel,"{""sku_reference"": ""SKU-476-1330"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.56}"
1331,item_aaf948e9_1331,Ergonomic Kit (Model 1331),home_goods,"{""sku_reference"": ""SKU-379-1331"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.41}"
1332,item_83700044_1332,Vintage Pack (Model 1332),books,"{""sku_reference"": ""SKU-799-1332"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.14}"
1333,item_0e1893d4_1333,Eco Apparel (Model 1333),fitness,"{""sku_reference"": ""SKU-209-1333"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.28}"
1334,item_accdb087_1334,Ultra Tracker (Model 1334),entertainment,"{""sku_reference"": ""SKU-898-1334"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.51}"
1335,item_1c89345e_1335,Vintage Console (Model 1335),apparel,"{""sku_reference"": ""SKU-476-1335"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.35}"
1336,item_0a67a062_1336,Ultra Monitor (Model 1336),entertainment,"{""sku_reference"": ""SKU-992-1336"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.21}"
1337,item_3d7193f3_1337,Vintage Apparel (Model 1337),entertainment,"{""sku_reference"": ""SKU-367-1337"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.25}"
1338,item_9fc12866_1338,Smart Kit (Model 1338),fitness,"{""sku_reference"": ""SKU-341-1338"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.14}"
1339,item_2cd25c02_1339,Vintage Device (Model 1339),entertainment,"{""sku_reference"": ""SKU-500-1339"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.22}"
1340,item_690fec98_1340,Wireless Kit (Model 1340),apparel,"{""sku_reference"": ""SKU-208-1340"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.16}"
1341,item_de56af33_1341,Premium Hub (Model 1341),fitness,"{""sku_reference"": ""SKU-749-1341"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.31}"
1342,item_8bc76ea3_1342,Vintage Kit (Model 1342),apparel,"{""sku_reference"": ""SKU-560-1342"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.62}"
1343,item_f009e1e4_1343,Ergonomic Console (Model 1343),fitness,"{""sku_reference"": ""SKU-173-1343"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.27}"
1344,item_e29a96e0_1344,Premium Console (Model 1344),entertainment,"{""sku_reference"": ""SKU-246-1344"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.19}"
1345,item_f58cefdc_1345,Wireless Tracker (Model 1345),apparel,"{""sku_reference"": ""SKU-414-1345"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.4}"
1346,item_50274897_1346,Premium Kit (Model 1346),books,"{""sku_reference"": ""SKU-751-1346"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.26}"
1347,item_df47d060_1347,Eco Pack (Model 1347),home_goods,"{""sku_reference"": ""SKU-950-1347"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.56}"
1348,item_30b5e63e_1348,Premium Tracker (Model 1348),books,"{""sku_reference"": ""SKU-180-1348"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.12}"
1349,item_9ea3e111_1349,Smart Tracker (Model 1349),fitness,"{""sku_reference"": ""SKU-564-1349"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.5}"
1350,item_f56d074e_1350,Smart Kit (Model 1350),books,"{""sku_reference"": ""SKU-957-1350"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.24}"
1351,item_a2964493_1351,Ultra Monitor (Model 1351),electronics,"{""sku_reference"": ""SKU-518-1351"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.15}"
1352,item_21ae8eba_1352,Premium Monitor (Model 1352),electronics,"{""sku_reference"": ""SKU-316-1352"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.24}"
1353,item_957ae531_1353,Premium Hub (Model 1353),entertainment,"{""sku_reference"": ""SKU-810-1353"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.26}"
1354,item_a1607966_1354,Ultra Device (Model 1354),books,"{""sku_reference"": ""SKU-448-1354"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.35}"
1355,item_5d57fc8f_1355,Ergonomic Kit (Model 1355),apparel,"{""sku_reference"": ""SKU-174-1355"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.2}"
1356,item_8a228bea_1356,Ergonomic Pack (Model 1356),books,"{""sku_reference"": ""SKU-179-1356"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.39}"
1357,item_715e0c02_1357,Vintage Gear (Model 1357),apparel,"{""sku_reference"": ""SKU-880-1357"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.63}"
1358,item_ebfb2bb3_1358,Ultra Pack (Model 1358),apparel,"{""sku_reference"": ""SKU-253-1358"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.19}"
1359,item_3bd46132_1359,Ergonomic Gear (Model 1359),books,"{""sku_reference"": ""SKU-333-1359"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.48}"
1360,item_1712f4da_1360,Eco Device (Model 1360),entertainment,"{""sku_reference"": ""SKU-357-1360"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.51}"
1361,item_babdda48_1361,Ergonomic Hub (Model 1361),entertainment,"{""sku_reference"": ""SKU-188-1361"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.25}"
1362,item_846e6f34_1362,Smart Hub (Model 1362),apparel,"{""sku_reference"": ""SKU-804-1362"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.29}"
1363,item_d9077d14_1363,Classic Pack (Model 1363),fitness,"{""sku_reference"": ""SKU-446-1363"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.16}"
