id,profile_id,item_id,rank,reason,generated_at
12992,2599,1288,2,Trending item in your preferred category,2026-05-04 13:16:56
12993,2599,487,3,Frequently purchased together with items in your cart,2026-05-05 11:47:50
12994,2599,609,4,Frequently purchased together with items in your cart,2026-04-26 07:07:31
12995,2599,1075,5,New arrival matching your brand affinities,2026-05-02 20:41:40
12996,2600,1300,1,Frequently purchased together with items in your cart,2026-03-21 01:05:06
12997,2600,757,2,Based on your recent viewing history,2026-03-22 02:17:13
12998,2600,3,3,Highly rated by users with similar profiles,2026-03-23 04:37:53
12999,2600,144,4,New arrival matching your brand affinities,2026-03-21 07:51:09
13000,2600,888,5,Based on your recent viewing history,2026-03-19 14:59:23
13001,2601,604,1,Trending item in your preferred category,2026-04-17 18:21:18
13002,2601,881,2,New arrival matching your brand affinities,2026-04-24 05:02:37
13003,2601,429,3,New arrival matching your brand affinities,2026-04-20 00:05:52
13004,2601,1201,4,Frequently purchased together with items in your cart,2026-04-21 16:51:48
13005,2601,1439,5,Frequently purchased together with items in your cart,2026-04-15 07:47:25
13006,2602,222,1,Highly rated by users with similar profiles,2026-05-10 17:06:56
13007,2602,1443,2,Frequently purchased together with items in your cart,2026-05-12 00:23:18
13008,2602,1074,3,Highly rated by users with similar profiles,2026-05-17 03:17:50
13009,2602,881,4,Frequently purchased together with items in your cart,2026-05-13 23:05:29
13010,2602,80,5,New arrival matching your brand affinities,2026-05-15 02:02:01
13011,2603,218,1,Frequently purchased together with items in your cart,2026-02-27 20:53:56
13012,2603,1423,2,Frequently purchased together with items in your cart,2026-03-04 15:22:03
13013,2603,2,3,Based on your recent viewing history,2026-02-27 17:36:21
13014,2603,1030,4,Based on your recent viewing history,2026-03-02 12:04:41
13015,2603,464,5,Based on your recent viewing history,2026-03-02 00:14:39
13016,2604,1160,1,Trending item in your preferred category,2026-03-16 01:24:42
13017,2604,1038,2,Based on your recent viewing history,2026-03-15 17:58:25
13018,2604,794,3,New arrival matching your brand affinities,2026-03-14 05:22:43
13019,2604,1255,4,New arrival matching your brand affinities,2026-03-15 08:03:32
13020,2604,1451,5,Trending item in your preferred category,2026-03-19 20:56:36
13021,2605,534,1,New arrival matching your brand affinities,2026-02-24 08:18:54
13022,2605,454,2,New arrival matching your brand affinities,2026-02-25 00:54:14
13023,2605,511,3,Trending item in your preferred category,2026-02-26 07:50:09
13024,2605,298,4,New arrival matching your brand affinities,2026-02-21 22:42:12
13025,2605,467,5,Frequently purchased together with items in your cart,2026-02-23 22:21:58
13026,2606,1064,1,New arrival matching your brand affinities,2026-03-14 12:05:22
13027,2606,1329,2,Based on your recent viewing history,2026-03-13 19:50:19
13028,2606,1409,3,Trending item in your preferred category,2026-03-08 14:26:05
13029,2606,54,4,Trending item in your preferred category,2026-03-09 02:40:09
13030,2606,631,5,Highly rated by users with similar profiles,2026-03-13 18:27:27
13031,2607,234,1,Frequently purchased together with items in your cart,2026-05-29 00:49:47
13032,2607,597,2,New arrival matching your brand affinities,2026-05-31 06:43:19
13033,2607,1124,3,Frequently purchased together with items in your cart,2026-05-31 19:00:08
13034,2607,1048,4,Highly rated by users with similar profiles,2026-05-27 04:11:42
13035,2607,473,5,Based on your recent viewing history,2026-05-30 15:14:49
13036,2608,1380,1,Based on your recent viewing history,2026-03-08 09:25:43
13037,2608,536,2,Highly rated by users with similar profiles,2026-03-16 13:34:31
13038,2608,1438,3,New arrival matching your brand affinities,2026-03-07 19:09:19
13039,2608,142,4,Trending item in your preferred category,2026-03-07 06:01:05
13040,2608,1464,5,Frequently purchased together with items in your cart,2026-03-12 16:28:04
13041,2609,571,1,Trending item in your preferred category,2026-04-22 02:27:57
13042,2609,270,2,New arrival matching your brand affinities,2026-04-29 18:22:10
13043,2609,421,3,New arrival matching your brand affinities,2026-04-25 21:09:35
13044,2609,853,4,Highly rated by users with similar profiles,2026-04-28 12:59:59
13045,2609,349,5,Trending item in your preferred category,2026-04-24 19:23:53
13046,2610,507,1,Frequently purchased together with items in your cart,2026-02-23 08:27:35
13047,2610,615,2,Highly rated by users with similar profiles,2026-02-21 17:46:38
13048,2610,994,3,Trending item in your preferred category,2026-02-24 15:12:19
13049,2610,722,4,Trending item in your preferred category,2026-02-28 09:38:53
13050,2610,370,5,Highly rated by users with similar profiles,2026-02-19 18:59:23
13051,2611,857,1,Highly rated by users with similar profiles,2026-05-22 08:38:48
13052,2611,1236,2,Frequently purchased together with items in your cart,2026-05-23 13:55:58
13053,2611,856,3,Frequently purchased together with items in your cart,2026-05-28 01:51:49
13054,2611,718,4,Based on your recent viewing history,2026-05-28 00:57:07
13055,2611,646,5,New arrival matching your brand affinities,2026-05-19 00:16:57
13056,2612,1455,1,Highly rated by users with similar profiles,2026-03-25 23:19:02
13057,2612,240,2,Trending item in your preferred category,2026-03-24 11:32:12
13058,2612,990,3,Frequently purchased together with items in your cart,2026-03-24 18:48:50
13059,2612,541,4,Highly rated by users with similar profiles,2026-03-20 16:18:18
13060,2612,430,5,Based on your recent viewing history,2026-03-23 20:33:20
13061,2613,963,1,New arrival matching your brand affinities,2026-05-30 03:36:56
13062,2613,526,2,New arrival matching your brand affinities,2026-05-23 19:03:06
13063,2613,461,3,Based on your recent viewing history,2026-05-25 22:21:08
13064,2613,16,4,New arrival matching your brand affinities,2026-05-28 07:51:04
13065,2613,996,5,Frequently purchased together with items in your cart,2026-05-28 21:05:00
13066,2614,2,1,New arrival matching your brand affinities,2026-03-26 18:11:00
13067,2614,163,2,New arrival matching your brand affinities,2026-03-28 20:24:15
13068,2614,327,3,Trending item in your preferred category,2026-03-26 18:28:03
13069,2614,16,4,Trending item in your preferred category,2026-03-29 23:57:55
13070,2614,1107,5,Based on your recent viewing history,2026-04-02 11:14:37
13071,2615,330,1,Frequently purchased together with items in your cart,2026-05-21 13:02:29
13072,2615,708,2,Based on your recent viewing history,2026-05-22 08:34:10
13073,2615,566,3,Highly rated by users with similar profiles,2026-05-22 20:48:09
13074,2615,1072,4,Highly rated by users with similar profiles,2026-05-27 16:18:11
13075,2615,276,5,New arrival matching your brand affinities,2026-05-27 03:03:06
13076,2616,385,1,Highly rated by users with similar profiles,2026-04-18 17:54:25
13077,2616,239,2,Frequently purchased together with items in your cart,2026-04-17 01:57:12
13078,2616,505,3,New arrival matching your brand affinities,2026-04-13 05:14:35
13079,2616,68,4,Based on your recent viewing history,2026-04-18 16:52:55
13080,2616,719,5,Based on your recent viewing history,2026-04-18 02:00:44
13081,2617,1456,1,Trending item in your preferred category,2026-04-23 02:04:29
13082,2617,927,2,New arrival matching your brand affinities,2026-04-20 21:45:37
13083,2617,1023,3,Based on your recent viewing history,2026-04-23 11:47:42
13084,2617,256,4,New arrival matching your brand affinities,2026-04-16 12:26:30
13085,2617,536,5,Highly rated by users with similar profiles,2026-04-19 16:30:13
13086,2618,622,1,Based on your recent viewing history,2026-03-24 22:03:00
13087,2618,1410,2,Based on your recent viewing history,2026-03-29 08:33:16
13088,2618,1147,3,Based on your recent viewing history,2026-03-28 14:33:02
13089,2618,962,4,Highly rated by users with similar profiles,2026-03-26 01:53:51
13090,2618,1071,5,Trending item in your preferred category,2026-03-30 10:50:32
13091,2619,183,1,Based on your recent viewing history,2026-03-22 08:20:40
13092,2619,201,2,New arrival matching your brand affinities,2026-03-15 13:33:40
13093,2619,1085,3,New arrival matching your brand affinities,2026-03-21 19:50:16
13094,2619,962,4,Based on your recent viewing history,2026-03-18 02:18:22
13095,2619,1414,5,Highly rated by users with similar profiles,2026-03-19 16:24:45
13096,2620,858,1,New arrival matching your brand affinities,2026-03-14 20:00:52
13097,2620,393,2,New arrival matching your brand affinities,2026-03-15 08:44:30
13098,2620,1132,3,Highly rated by users with similar profiles,2026-03-12 20:45:15
13099,2620,97,4,Frequently purchased together with items in your cart,2026-03-18 18:30:49
13100,2620,887,5,Trending item in your preferred category,2026-03-15 16:26:14
13101,2621,127,1,Based on your recent viewing history,2026-03-07 13:52:15
13102,2621,308,2,Trending item in your preferred category,2026-03-11 09:23:06
13103,2621,1137,3,New arrival matching your brand affinities,2026-03-04 06:31:50
13104,2621,1181,4,Trending item in your preferred category,2026-03-05 16:30:46
13105,2621,363,5,Highly rated by users with similar profiles,2026-03-01 15:04:03
13106,2622,960,1,New arrival matching your brand affinities,2026-03-20 06:45:07
13107,2622,982,2,New arrival matching your brand affinities,2026-03-16 07:42:40
13108,2622,918,3,Trending item in your preferred category,2026-03-18 05:50:27
13109,2622,1326,4,Highly rated by users with similar profiles,2026-03-18 08:14:44
13110,2622,1235,5,Frequently purchased together with items in your cart,2026-03-21 06:43:02
13111,2623,22,1,Based on your recent viewing history,2026-05-14 09:34:46
13112,2623,102,2,Trending item in your preferred category,2026-05-14 19:13:58
13113,2623,906,3,Trending item in your preferred category,2026-05-10 17:40:13
13114,2623,260,4,Highly rated by users with similar profiles,2026-05-12 18:03:21
13115,2623,1060,5,Based on your recent viewing history,2026-05-10 01:13:41
13116,2624,871,1,Frequently purchased together with items in your cart,2026-05-17 03:45:28
13117,2624,585,2,New arrival matching your brand affinities,2026-05-18 01:55:41
13118,2624,1171,3,New arrival matching your brand affinities,2026-05-14 01:18:14
13119,2624,512,4,New arrival matching your brand affinities,2026-05-18 15:05:20
13120,2624,1447,5,New arrival matching your brand affinities,2026-05-14 19:38:03
13121,2625,1408,1,Highly rated by users with similar profiles,2026-02-21 03:25:34
13122,2625,898,2,New arrival matching your brand affinities,2026-02-21 15:29:52
13123,2625,1325,3,Frequently purchased together with items in your cart,2026-02-20 14:41:19
13124,2625,1069,4,Based on your recent viewing history,2026-02-22 13:06:41
13125,2625,826,5,New arrival matching your brand affinities,2026-02-27 16:21:14
13126,2626,925,1,Based on your recent viewing history,2026-03-27 01:23:56
13127,2626,746,2,Based on your recent viewing history,2026-03-25 15:24:55
13128,2626,243,3,New arrival matching your brand affinities,2026-03-18 15:46:32
13129,2626,1005,4,Frequently purchased together with items in your cart,2026-03-21 13:13:49
13130,2626,192,5,Trending item in your preferred category,2026-03-19 21:44:03
13131,2627,396,1,New arrival matching your brand affinities,2026-04-02 03:49:42
13132,2627,1199,2,Based on your recent viewing history,2026-04-02 01:03:46
13133,2627,92,3,Highly rated by users with similar profiles,2026-04-03 13:30:32
13134,2627,127,4,Frequently purchased together with items in your cart,2026-04-08 09:55:22
13135,2627,1467,5,Based on your recent viewing history,2026-04-01 21:18:38
13136,2628,892,1,Trending item in your preferred category,2026-05-01 01:05:19
13137,2628,904,2,Based on your recent viewing history,2026-04-30 00:24:44
13138,2628,565,3,Highly rated by users with similar profiles,2026-04-28 17:51:50
13139,2628,1146,4,Trending item in your preferred category,2026-04-30 04:14:01
13140,2628,543,5,Trending item in your preferred category,2026-04-29 10:49:31
13141,2629,790,1,Trending item in your preferred category,2026-04-07 03:13:40
13142,2629,244,2,Trending item in your preferred category,2026-04-02 00:25:09
13143,2629,645,3,Frequently purchased together with items in your cart,2026-03-30 05:03:02
13144,2629,824,4,Frequently purchased together with items in your cart,2026-04-03 20:48:01
13145,2629,991,5,Highly rated by users with similar profiles,2026-04-05 10:02:04
13146,2630,721,1,Based on your recent viewing history,2026-02-25 20:14:14
13147,2630,1054,2,Highly rated by users with similar profiles,2026-02-24 02:53:18
13148,2630,1183,3,Frequently purchased together with items in your cart,2026-02-19 12:44:51
13149,2630,716,4,New arrival matching your brand affinities,2026-02-27 17:27:14
13150,2630,52,5,Highly rated by users with similar profiles,2026-02-27 07:16:09
13151,2631,1123,1,New arrival matching your brand affinities,2026-05-19 10:02:57
13152,2631,1088,2,Trending item in your preferred category,2026-05-21 01:46:38
13153,2631,1087,3,New arrival matching your brand affinities,2026-05-18 10:09:29
13154,2631,1275,4,New arrival matching your brand affinities,2026-05-16 05:40:06
13155,2631,1034,5,Frequently purchased together with items in your cart,2026-05-22 23:43:22
13156,2632,1397,1,Based on your recent viewing history,2026-04-19 11:59:08
13157,2632,296,2,Based on your recent viewing history,2026-04-22 11:34:45
13158,2632,112,3,New arrival matching your brand affinities,2026-04-29 05:03:57
13159,2632,365,4,Frequently purchased together with items in your cart,2026-04-20 16:59:11
13160,2632,1263,5,Trending item in your preferred category,2026-04-27 22:20:37
13161,2633,272,1,Frequently purchased together with items in your cart,2026-02-23 03:37:44
13162,2633,619,2,New arrival matching your brand affinities,2026-02-20 13:01:59
13163,2633,1344,3,Based on your recent viewing history,2026-02-25 07:12:52
13164,2633,1423,4,New arrival matching your brand affinities,2026-02-28 01:51:21
13165,2633,563,5,Trending item in your preferred category,2026-02-24 11:14:30
13166,2634,1431,1,Highly rated by users with similar profiles,2026-05-16 20:14:21
13167,2634,593,2,Trending item in your preferred category,2026-05-16 20:18:08
13168,2634,1049,3,Frequently purchased together with items in your cart,2026-05-21 02:23:27
13169,2634,862,4,Based on your recent viewing history,2026-05-17 22:53:09
13170,2634,1168,5,New arrival matching your brand affinities,2026-05-21 00:02:38
13171,2635,461,1,Based on your recent viewing history,2026-05-29 05:53:15
13172,2635,1244,2,Based on your recent viewing history,2026-05-27 21:56:05
13173,2635,1500,3,Frequently purchased together with items in your cart,2026-06-02 10:30:56
13174,2635,429,4,Based on your recent viewing history,2026-06-01 02:33:19
13175,2635,228,5,Trending item in your preferred category,2026-06-01 23:14:39
13176,2636,1348,1,New arrival matching your brand affinities,2026-04-04 08:16:48
13177,2636,1360,2,Trending item in your preferred category,2026-03-29 01:38:37
13178,2636,52,3,Trending item in your preferred category,2026-04-01 07:10:56
13179,2636,597,4,Highly rated by users with similar profiles,2026-04-02 00:31:31
13180,2636,20,5,Highly rated by users with similar profiles,2026-03-27 16:04:43
13181,2637,364,1,Highly rated by users with similar profiles,2026-06-03 02:06:17
13182,2637,828,2,Highly rated by users with similar profiles,2026-06-01 16:45:22
13183,2637,714,3,Highly rated by users with similar profiles,2026-06-02 02:15:20
13184,2637,109,4,Based on your recent viewing history,2026-05-26 05:55:11
13185,2637,619,5,Frequently purchased together with items in your cart,2026-06-01 22:03:14
13186,2638,526,1,Highly rated by users with similar profiles,2026-04-06 01:45:56
13187,2638,957,2,Based on your recent viewing history,2026-04-09 08:14:30
13188,2638,994,3,Frequently purchased together with items in your cart,2026-04-02 11:34:32
13189,2638,1098,4,Trending item in your preferred category,2026-04-01 08:40:29
13190,2638,224,5,Frequently purchased together with items in your cart,2026-04-09 15:31:01
13191,2639,1238,1,Frequently purchased together with items in your cart,2026-04-09 15:33:41
13192,2639,969,2,Trending item in your preferred category,2026-04-13 16:44:13
13193,2639,673,3,Based on your recent viewing history,2026-04-12 06:27:45
13194,2639,330,4,Trending item in your preferred category,2026-04-10 11:04:33
13195,2639,1466,5,Frequently purchased together with items in your cart,2026-04-09 09:30:44
13196,2640,775,1,Highly rated by users with similar profiles,2026-04-12 17:58:23
13197,2640,163,2,Highly rated by users with similar profiles,2026-04-17 01:13:15
13198,2640,379,3,Highly rated by users with similar profiles,2026-04-08 23:35:01
13199,2640,1257,4,Frequently purchased together with items in your cart,2026-04-08 17:52:02
13200,2640,1090,5,Trending item in your preferred category,2026-04-09 00:44:05
13201,2641,1251,1,New arrival matching your brand affinities,2026-05-04 01:21:22
13202,2641,1356,2,Based on your recent viewing history,2026-05-03 10:12:49
13203,2641,618,3,Trending item in your preferred category,2026-05-06 05:36:18
13204,2641,26,4,Highly rated by users with similar profiles,2026-04-30 12:10:54
13205,2641,708,5,Based on your recent viewing history,2026-05-08 01:23:20
13206,2642,1114,1,Frequently purchased together with items in your cart,2026-03-23 08:49:54
13207,2642,582,2,Trending item in your preferred category,2026-03-26 18:15:15
13208,2642,1067,3,Highly rated by users with similar profiles,2026-03-29 19:45:09
13209,2642,1277,4,New arrival matching your brand affinities,2026-03-26 23:07:22
13210,2642,423,5,Frequently purchased together with items in your cart,2026-03-26 08:14:11
13211,2643,631,1,Trending item in your preferred category,2026-04-18 18:14:45
13212,2643,81,2,Based on your recent viewing history,2026-04-17 09:37:25
13213,2643,885,3,Highly rated by users with similar profiles,2026-04-20 20:28:49
13214,2643,1124,4,Highly rated by users with similar profiles,2026-04-22 14:18:33
13215,2643,38,5,Frequently purchased together with items in your cart,2026-04-19 23:32:01
13216,2644,778,1,New arrival matching your brand affinities,2026-05-02 20:35:27
13217,2644,490,2,Trending item in your preferred category,2026-05-06 22:53:50
13218,2644,558,3,Based on your recent viewing history,2026-05-11 03:39:17
13219,2644,455,4,Highly rated by users with similar profiles,2026-05-10 01:37:00
13220,2644,300,5,New arrival matching your brand affinities,2026-05-05 19:09:16
13221,2645,1323,1,Highly rated by users with similar profiles,2026-04-24 05:10:14
13222,2645,1019,2,New arrival matching your brand affinities,2026-04-23 04:57:51
13223,2645,229,3,Frequently purchased together with items in your cart,2026-04-19 04:25:20
13224,2645,1415,4,Frequently purchased together with items in your cart,2026-04-22 13:24:19
13225,2645,820,5,Frequently purchased together with items in your cart,2026-04-21 13:01:13
13226,2646,625,1,Highly rated by users with similar profiles,2026-02-24 22:25:30
13227,2646,62,2,Frequently purchased together with items in your cart,2026-02-21 00:07:44
13228,2646,192,3,New arrival matching your brand affinities,2026-02-20 18:25:44
13229,2646,285,4,Based on your recent viewing history,2026-02-25 07:53:14
13230,2646,568,5,Highly rated by users with similar profiles,2026-02-24 13:29:58
13231,2647,864,1,New arrival matching your brand affinities,2026-03-26 13:29:23
13232,2647,113,2,Trending item in your preferred category,2026-03-22 05:45:10
13233,2647,87,3,Trending item in your preferred category,2026-03-18 19:03:51
13234,2647,949,4,Frequently purchased together with items in your cart,2026-03-19 06:12:47
13235,2647,395,5,Frequently purchased together with items in your cart,2026-03-24 13:51:05
13236,2648,644,1,Highly rated by users with similar profiles,2026-05-10 20:56:08
13237,2648,698,2,Highly rated by users with similar profiles,2026-05-05 04:37:36
13238,2648,464,3,Trending item in your preferred category,2026-05-11 05:50:56
13239,2648,883,4,Highly rated by users with similar profiles,2026-05-10 23:13:46
13240,2648,283,5,New arrival matching your brand affinities,2026-04-30 21:50:14
13241,2649,728,1,Trending item in your preferred category,2026-05-30 06:21:30
13242,2649,732,2,Frequently purchased together with items in your cart,2026-06-02 21:07:54
13243,2649,74,3,Based on your recent viewing history,2026-05-31 04:25:34
13244,2649,1210,4,New arrival matching your brand affinities,2026-05-26 10:57:11
13245,2649,1073,5,Based on your recent viewing history,2026-05-28 06:26:55
13246,2650,1062,1,Based on your recent viewing history,2026-05-11 17:03:44
13247,2650,534,2,New arrival matching your brand affinities,2026-05-17 19:06:59
13248,2650,1230,3,Based on your recent viewing history,2026-05-12 15:13:55
13249,2650,165,4,New arrival matching your brand affinities,2026-05-11 06:36:46
13250,2650,104,5,New arrival matching your brand affinities,2026-05-15 01:30:26
13251,2651,556,1,Trending item in your preferred category,2026-04-07 23:59:17
13252,2651,10,2,Frequently purchased together with items in your cart,2026-04-10 05:03:49
13253,2651,648,3,Trending item in your preferred category,2026-04-02 05:50:13
13254,2651,181,4,Highly rated by users with similar profiles,2026-04-08 08:43:16
13255,2651,1499,5,Trending item in your preferred category,2026-04-03 10:51:13
13256,2652,772,1,New arrival matching your brand affinities,2026-04-08 08:46:42
13257,2652,518,2,New arrival matching your brand affinities,2026-04-10 00:19:30
13258,2652,661,3,New arrival matching your brand affinities,2026-04-08 09:48:21
13259,2652,1303,4,Based on your recent viewing history,2026-04-03 07:09:42
13260,2652,747,5,New arrival matching your brand affinities,2026-04-08 01:05:13
13261,2653,1216,1,New arrival matching your brand affinities,2026-04-11 04:47:48
13262,2653,839,2,Based on your recent viewing history,2026-04-16 14:58:12
13263,2653,674,3,Highly rated by users with similar profiles,2026-04-17 01:26:30
13264,2653,68,4,Trending item in your preferred category,2026-04-15 23:11:08
13265,2653,989,5,Trending item in your preferred category,2026-04-14 12:59:34
13266,2654,23,1,Trending item in your preferred category,2026-05-02 14:18:50
13267,2654,935,2,Based on your recent viewing history,2026-04-26 23:24:41
13268,2654,1385,3,Based on your recent viewing history,2026-04-26 23:56:52
13269,2654,800,4,Based on your recent viewing history,2026-04-28 03:21:50
13270,2654,919,5,Trending item in your preferred category,2026-05-02 07:28:05
13271,2655,1159,1,Highly rated by users with similar profiles,2026-05-08 21:48:40
13272,2655,1308,2,Trending item in your preferred category,2026-04-30 23:58:28
13273,2655,980,3,Frequently purchased together with items in your cart,2026-05-03 16:57:55
13274,2655,226,4,New arrival matching your brand affinities,2026-05-09 17:22:29
13275,2655,1271,5,Based on your recent viewing history,2026-05-09 09:19:06
13276,2656,1331,1,Based on your recent viewing history,2026-04-05 12:03:15
13277,2656,1416,2,Highly rated by users with similar profiles,2026-04-02 13:15:27
13278,2656,794,3,Based on your recent viewing history,2026-03-31 13:43:13
13279,2656,58,4,Highly rated by users with similar profiles,2026-04-04 09:42:59
13280,2656,658,5,Trending item in your preferred category,2026-04-06 01:09:44
13281,2657,90,1,Based on your recent viewing history,2026-05-13 15:06:33
13282,2657,1298,2,Trending item in your preferred category,2026-05-13 00:07:05
13283,2657,515,3,Frequently purchased together with items in your cart,2026-05-09 06:54:01
13284,2657,1230,4,Highly rated by users with similar profiles,2026-05-15 15:03:36
13285,2657,444,5,Frequently purchased together with items in your cart,2026-05-15 12:12:16
13286,2658,1450,1,Based on your recent viewing history,2026-05-14 19:30:08
13287,2658,1494,2,New arrival matching your brand affinities,2026-05-17 21:14:12
13288,2658,716,3,Trending item in your preferred category,2026-05-22 19:51:08
13289,2658,438,4,Trending item in your preferred category,2026-05-20 00:39:42
13290,2658,1158,5,New arrival matching your brand affinities,2026-05-20 11:55:31
13291,2659,431,1,New arrival matching your brand affinities,2026-04-24 01:28:14
13292,2659,731,2,Trending item in your preferred category,2026-04-30 22:14:03
13293,2659,1437,3,Trending item in your preferred category,2026-04-29 02:21:20
13294,2659,946,4,Highly rated by users with similar profiles,2026-04-25 17:07:26
13295,2659,602,5,Trending item in your preferred category,2026-04-30 05:38:21
13296,2660,26,1,Frequently purchased together with items in your cart,2026-04-16 07:53:55
13297,2660,1005,2,Frequently purchased together with items in your cart,2026-04-18 22:13:49
13298,2660,783,3,Trending item in your preferred category,2026-04-22 18:08:20
13299,2660,1020,4,Based on your recent viewing history,2026-04-22 14:23:07
13300,2660,572,5,Based on your recent viewing history,2026-04-20 02:51:36
13301,2661,17,1,Frequently purchased together with items in your cart,2026-04-07 23:01:09
13302,2661,1210,2,Highly rated by users with similar profiles,2026-04-08 07:40:26
13303,2661,581,3,Highly rated by users with similar profiles,2026-04-06 18:23:54
13304,2661,1458,4,Based on your recent viewing history,2026-04-06 13:37:58
13305,2661,796,5,Based on your recent viewing history,2026-04-11 06:34:06
13306,2662,83,1,New arrival matching your brand affinities,2026-04-16 16:23:39
13307,2662,1104,2,Trending item in your preferred category,2026-04-13 14:17:22
13308,2662,681,3,Highly rated by users with similar profiles,2026-04-20 20:41:15
13309,2662,912,4,Highly rated by users with similar profiles,2026-04-21 07:35:49
13310,2662,240,5,Based on your recent viewing history,2026-04-20 10:55:46
13311,2663,749,1,New arrival matching your brand affinities,2026-03-19 04:21:55
13312,2663,1414,2,Trending item in your preferred category,2026-03-17 22:19:46
13313,2663,961,3,Frequently purchased together with items in your cart,2026-03-16 11:19:15
13314,2663,1350,4,Frequently purchased together with items in your cart,2026-03-18 01:13:30
13315,2663,1460,5,Frequently purchased together with items in your cart,2026-03-21 05:32:03
13316,2664,896,1,Frequently purchased together with items in your cart,2026-03-17 16:01:18
13317,2664,425,2,New arrival matching your brand affinities,2026-03-25 08:53:45
13318,2664,408,3,Trending item in your preferred category,2026-03-18 11:31:09
13319,2664,546,4,Highly rated by users with similar profiles,2026-03-23 15:26:03
13320,2664,874,5,New arrival matching your brand affinities,2026-03-18 07:21:39
13321,2665,252,1,Frequently purchased together with items in your cart,2026-05-14 05:32:45
13322,2665,235,2,Trending item in your preferred category,2026-05-12 14:24:26
13323,2665,1360,3,Frequently purchased together with items in your cart,2026-05-19 23:04:43
13324,2665,1084,4,Trending item in your preferred category,2026-05-18 14:39:57
13325,2665,467,5,Frequently purchased together with items in your cart,2026-05-13 00:42:41
13326,2666,1348,1,Frequently purchased together with items in your cart,2026-03-06 05:28:33
13327,2666,1266,2,Based on your recent viewing history,2026-03-08 12:34:24
13328,2666,182,3,Trending item in your preferred category,2026-03-06 13:46:33
13329,2666,536,4,Based on your recent viewing history,2026-03-09 23:32:09
13330,2666,1074,5,Frequently purchased together with items in your cart,2026-03-10 08:36:37
13331,2667,1297,1,New arrival matching your brand affinities,2026-03-01 08:18:37
13332,2667,1304,2,Based on your recent viewing history,2026-02-23 15:21:16
13333,2667,898,3,Based on your recent viewing history,2026-02-24 10:24:37
13334,2667,411,4,Highly rated by users with similar profiles,2026-02-23 22:45:15
13335,2667,1234,5,Trending item in your preferred category,2026-02-27 20:29:30
13336,2668,1415,1,Frequently purchased together with items in your cart,2026-05-30 07:01:45
13337,2668,1237,2,Based on your recent viewing history,2026-05-22 11:51:51
13338,2668,1035,3,Trending item in your preferred category,2026-05-21 11:47:42
13339,2668,1289,4,New arrival matching your brand affinities,2026-05-29 11:05:26
13340,2668,399,5,Trending item in your preferred category,2026-05-24 09:11:26
13341,2669,41,1,Frequently purchased together with items in your cart,2026-05-21 05:37:51
13342,2669,940,2,Highly rated by users with similar profiles,2026-05-11 22:34:05
13343,2669,1373,3,Frequently purchased together with items in your cart,2026-05-12 20:16:57
13344,2669,896,4,Trending item in your preferred category,2026-05-18 23:06:31
13345,2669,923,5,Frequently purchased together with items in your cart,2026-05-14 04:51:39
13346,2670,1459,1,Based on your recent viewing history,2026-04-11 04:50:16
13347,2670,823,2,Highly rated by users with similar profiles,2026-04-05 16:03:42
13348,2670,590,3,New arrival matching your brand affinities,2026-04-05 21:12:53
13349,2670,829,4,New arrival matching your brand affinities,2026-04-06 02:53:04
13350,2670,1220,5,Highly rated by users with similar profiles,2026-04-14 04:19:16
13351,2671,55,1,New arrival matching your brand affinities,2026-03-31 00:23:06
13352,2671,460,2,Frequently purchased together with items in your cart,2026-03-26 20:39:19
13353,2671,217,3,Based on your recent viewing history,2026-03-23 02:07:56
13354,2671,634,4,Based on your recent viewing history,2026-03-23 15:35:37
13355,2671,890,5,Highly rated by users with similar profiles,2026-03-23 21:07:35
13356,2672,782,1,New arrival matching your brand affinities,2026-04-14 23:52:13
13357,2672,526,2,Highly rated by users with similar profiles,2026-04-17 10:39:03
13358,2672,258,3,Highly rated by users with similar profiles,2026-04-15 12:05:29
13359,2672,197,4,Highly rated by users with similar profiles,2026-04-20 04:21:52
13360,2672,953,5,Frequently purchased together with items in your cart,2026-04-15 05:25:19
13361,2673,1091,1,Based on your recent viewing history,2026-03-19 14:48:48
13362,2673,1017,2,New arrival matching your brand affinities,2026-03-19 10:24:31
13363,2673,449,3,New arrival matching your brand affinities,2026-03-22 12:11:47
13364,2673,1363,4,Based on your recent viewing history,2026-03-15 10:33:53
13365,2673,659,5,Based on your recent viewing history,2026-03-17 02:02:02
13366,2674,664,1,New arrival matching your brand affinities,2026-03-01 00:55:06
13367,2674,206,2,Highly rated by users with similar profiles,2026-03-05 11:21:42
13368,2674,1397,3,Frequently purchased together with items in your cart,2026-03-06 05:29:16
13369,2674,595,4,Highly rated by users with similar profiles,2026-03-07 19:55:11
13370,2674,269,5,Trending item in your preferred category,2026-02-28 12:00:42
13371,2675,301,1,New arrival matching your brand affinities,2026-05-03 06:47:22
13372,2675,17,2,Based on your recent viewing history,2026-05-09 11:47:37
13373,2675,400,3,Based on your recent viewing history,2026-05-01 09:40:56
13374,2675,1272,4,Trending item in your preferred category,2026-05-08 05:06:30
13375,2675,300,5,Based on your recent viewing history,2026-05-06 21:13:17
13376,2676,82,1,Highly rated by users with similar profiles,2026-03-07 02:21:57
13377,2676,982,2,Highly rated by users with similar profiles,2026-03-05 12:00:59
13378,2676,847,3,Trending item in your preferred category,2026-03-03 18:23:08
